0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
"J. Salmons, .C. Hayes, .T. Evans, .J. Fredette, .T. Robinson",SAC,1,3.0,5.0,2.0,8.0,25.0,0.0,2.0,0.0,1.0,1.0,100,4.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,-2.0,12-12-2012
"A. Brooks, .J. Thompson, .T. Evans, .J. Fredette, .T. Robinson",SAC,1,2.5,2.0,1.0,5.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,-4.0,12-12-2012
"J. Salmons, .F. Garcia, .A. Brooks, .J. Thompson, .I. Thomas",SAC,1,2.5,4.0,1.0,3.0,33.3,0.0,0.0,0.0,2.0,2.0,100,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,-2.0,12-12-2012
"J. Salmons, .F. Garcia, .C. Hayes, .J. Fredette, .T. Robinson",SAC,1,1.4,5.0,2.0,3.0,66.7,0.0,0.0,0.0,1.0,1.0,100,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,12-12-2012
"J. Salmons, .C. Hayes, .A. Brooks, .J. Fredette, .T. Robinson",SAC,1,1.3,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-4.0,12-12-2012
"C. Hayes, .A. Brooks, .T. Evans, .J. Johnson, .T. Robinson",SAC,1,1.1,3.0,1.0,2.0,50.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12-12-2012
"J. Salmons, .T. Outlaw, .F. Garcia, .J. Thompson, .I. Thomas",SAC,1,1.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-4.0,12-12-2012
"C. Hayes, .T. Evans, .J. Johnson, .I. Thomas, .T. Robinson",SAC,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12-12-2012
"F. Garcia, .C. Hayes, .J. Johnson, .J. Fredette, .I. Thomas",SAC,1,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,12-12-2012
"F. Garcia, .A. Brooks, .T. Evans, .J. Johnson, .T. Robinson",SAC,1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,-3.0,12-12-2012
"J. Salmons, .F. Garcia, .A. Brooks, .J. Thompson, .T. Robinson",SAC,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.0,12-12-2012
"J. Salmons, .A. Brooks, .J. Thompson, .T. Evans, .J. Fredette",SAC,1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12-12-2012
"A. Brooks, .J. Thompson, .T. Evans, .J. Johnson, .T. Robinson",SAC,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-12-2012
"F. Garcia, .C. Hayes, .J. Thompson, .J. Fredette, .I. Thomas",SAC,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-12-2012
"J. Salmons, .F. Garcia, .C. Hayes, .A. Brooks, .T. Robinson",SAC,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-12-2012
"J. Salmons, .F. Garcia, .J. Thompson, .J. Fredette, .I. Thomas",SAC,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-12-2012
"J. Salmons, .J. Thompson, .T. Evans, .J. Fredette, .T. Robinson",SAC,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-12-2012
"E. Okafor, .M. Webster, .J. Crawford, .C. Singleton, .B. Beal",WAS,1,15.2,13.0,6.0,22.0,27.3,0.0,7.0,0.0,1.0,3.0,33.3,3.0,8.0,11.0,2.0,9.0,2.0,0.0,0.0,7.0,2.0,-23.0,12-15-2012
"S. Livingston, .C. Martin, .K. Seraphin, .J. Crawford, .J. Vesely",WAS,1,6.7,17.0,6.0,11.0,54.5,3.0,4.0,75.0,2.0,2.0,100,1.0,4.0,5.0,4.0,3.0,3.0,0.0,0.0,2.0,4.0,6.0,12-15-2012
"S. Livingston, .C. Martin, .K. Seraphin, .J. Vesely, .B. Beal",WAS,1,5.2,9.0,3.0,8.0,37.5,2.0,4.0,50.0,1.0,2.0,50.0,2.0,4.0,6.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,-1.0,12-15-2012
"C. Martin, .K. Seraphin, .J. Crawford, .C. Singleton, .B. Beal",WAS,1,3.9,8.0,2.0,4.0,50.0,0.0,1.0,0.0,4.0,4.0,100,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12-15-2012
"E. Okafor, .C. Martin, .J. Crawford, .C. Singleton, .B. Beal",WAS,1,2.8,4.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.0,12-15-2012
"E. Okafor, .C. Martin, .J. Crawford, .J. Vesely, .B. Beal",WAS,1,2.4,2.0,1.0,6.0,16.7,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,12-15-2012
"S. Livingston, .M. Webster, .C. Martin, .K. Seraphin, .C. Singleton",WAS,1,2.1,5.0,2.0,4.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,12-15-2012
"S. Livingston, .M. Webster, .K. Seraphin, .C. Singleton, .B. Beal",WAS,1,1.9,2.0,1.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,12-15-2012
"E. Okafor, .E. Barron, .M. Webster, .J. Crawford, .B. Beal",WAS,1,1.7,5.0,2.0,3.0,66.7,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,12-15-2012
"S. Livingston, .E. Barron, .M. Webster, .C. Martin, .C. Singleton",WAS,1,1.5,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,100,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,12-15-2012
"S. Livingston, .E. Barron, .C. Martin, .C. Singleton, .B. Beal",WAS,1,1.4,4.0,2.0,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12-15-2012
"S. Livingston, .M. Webster, .K. Seraphin, .J. Vesely, .B. Beal",WAS,1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,-6.0,12-15-2012
"E. Okafor, .E. Barron, .C. Martin, .J. Crawford, .B. Beal",WAS,1,0.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,12-15-2012
"M. Webster, .K. Seraphin, .J. Crawford, .C. Singleton, .B. Beal",WAS,1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,-2.0,12-15-2012
"C. Martin, .K. Seraphin, .J. Crawford, .J. Vesely, .B. Beal",WAS,1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,12-15-2012
"S. Livingston, .C. Martin, .K. Seraphin, .J. Crawford, .C. Singleton",WAS,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-15-2012
"E. Barron, .C. Martin, .K. Seraphin, .C. Singleton, .B. Beal",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-15-2012
"S. Livingston, .M. Webster, .J. Crawford, .C. Singleton, .B. Beal",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-15-2012
"E. Okafor, .M. Webster, .J. Crawford, .C. Singleton, .B. Beal",WAS,1,15.2,13.0,6.0,22.0,27.3,0.0,7.0,0.0,1.0,3.0,33.3,3.0,8.0,11.0,2.0,9.0,2.0,0.0,0.0,7.0,2.0,-23.0,12-15-2012
"S. Livingston, .C. Martin, .K. Seraphin, .J. Crawford, .J. Vesely",WAS,1,6.7,17.0,6.0,11.0,54.5,3.0,4.0,75.0,2.0,2.0,100,1.0,4.0,5.0,4.0,3.0,3.0,0.0,0.0,2.0,4.0,6.0,12-15-2012
"S. Livingston, .C. Martin, .K. Seraphin, .J. Vesely, .B. Beal",WAS,1,5.2,9.0,3.0,8.0,37.5,2.0,4.0,50.0,1.0,2.0,50.0,2.0,4.0,6.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,-1.0,12-15-2012
"C. Martin, .K. Seraphin, .J. Crawford, .C. Singleton, .B. Beal",WAS,1,3.9,8.0,2.0,4.0,50.0,0.0,1.0,0.0,4.0,4.0,100,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12-15-2012
"E. Okafor, .C. Martin, .J. Crawford, .C. Singleton, .B. Beal",WAS,1,2.8,4.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.0,12-15-2012
"E. Okafor, .C. Martin, .J. Crawford, .J. Vesely, .B. Beal",WAS,1,2.4,2.0,1.0,6.0,16.7,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,12-15-2012
"S. Livingston, .M. Webster, .C. Martin, .K. Seraphin, .C. Singleton",WAS,1,2.1,5.0,2.0,4.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,12-15-2012
"S. Livingston, .M. Webster, .K. Seraphin, .C. Singleton, .B. Beal",WAS,1,1.9,2.0,1.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,12-15-2012
"E. Okafor, .E. Barron, .M. Webster, .J. Crawford, .B. Beal",WAS,1,1.7,5.0,2.0,3.0,66.7,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,12-15-2012
"S. Livingston, .E. Barron, .M. Webster, .C. Martin, .C. Singleton",WAS,1,1.5,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,100,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,12-15-2012
"S. Livingston, .E. Barron, .C. Martin, .C. Singleton, .B. Beal",WAS,1,1.4,4.0,2.0,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12-15-2012
"S. Livingston, .M. Webster, .K. Seraphin, .J. Vesely, .B. Beal",WAS,1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,-6.0,12-15-2012
"E. Okafor, .E. Barron, .C. Martin, .J. Crawford, .B. Beal",WAS,1,0.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,12-15-2012
"M. Webster, .K. Seraphin, .J. Crawford, .C. Singleton, .B. Beal",WAS,1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,-2.0,12-15-2012
"C. Martin, .K. Seraphin, .J. Crawford, .J. Vesely, .B. Beal",WAS,1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,12-15-2012
"S. Livingston, .C. Martin, .K. Seraphin, .J. Crawford, .C. Singleton",WAS,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-15-2012
"E. Barron, .C. Martin, .K. Seraphin, .C. Singleton, .B. Beal",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-15-2012
"S. Livingston, .M. Webster, .J. Crawford, .C. Singleton, .B. Beal",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-15-2012
"Nene, .E. Barron, .M. Webster, .J. Crawford, .B. Beal",WAS,1,9.5,19.0,6.0,14.0,42.9,0.0,5.0,0.0,7.0,8.0,87.5,0.0,8.0,8.0,4.0,2.0,0.0,3.0,2.0,8.0,6.0,2.0,12-18-2012
"E. Okafor, .M. Webster, .J. Crawford, .C. Singleton, .B. Beal",WAS,1,7.6,14.0,6.0,12.0,50.0,0.0,1.0,0.0,2.0,2.0,100,0.0,3.0,3.0,6.0,2.0,3.0,0.0,2.0,0.0,1.0,-5.0,12-18-2012
"E. Okafor, .E. Barron, .M. Webster, .J. Crawford, .B. Beal",WAS,1,5.5,12.0,5.0,13.0,38.5,2.0,2.0,100,0.0,0.0,0.0,3.0,5.0,8.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,8.0,12-18-2012
"E. Barron, .C. Martin, .K. Seraphin, .J. Crawford, .B. Beal",WAS,1,4.9,6.0,2.0,14.0,14.3,2.0,3.0,66.7,0.0,0.0,0.0,6.0,4.0,10.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,-1.0,12-18-2012
"Nene, .E. Okafor, .S. Livingston, .M. Webster, .C. Martin",WAS,1,4.1,8.0,4.0,6.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,-1.0,12-18-2012
"Nene, .M. Webster, .K. Seraphin, .J. Crawford, .B. Beal",WAS,1,3.2,5.0,2.0,4.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,-3.0,12-18-2012
"E. Okafor, .S. Livingston, .C. Martin, .K. Seraphin, .J. Crawford",WAS,1,2.8,4.0,2.0,5.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,12-18-2012
"E. Okafor, .E. Barron, .C. Martin, .J. Crawford, .B. Beal",WAS,1,2.0,6.0,2.0,2.0,100,1.0,1.0,100,1.0,4.0,25.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,12-18-2012
"E. Okafor, .S. Livingston, .J. Crawford, .C. Singleton, .B. Beal",WAS,1,1.7,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.0,12-18-2012
"Nene, .S. Livingston, .M. Webster, .K. Seraphin, .B. Beal",WAS,1,1.7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,100,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,12-18-2012
"Nene, .M. Webster, .C. Martin, .K. Seraphin, .J. Crawford",WAS,1,1.6,7.0,1.0,2.0,50.0,1.0,1.0,100,4.0,4.0,100,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0,12-18-2012
"Nene, .S. Livingston, .C. Martin, .K. Seraphin, .J. Crawford",WAS,1,1.6,8.0,4.0,4.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,12-18-2012
"E. Barron, .M. Webster, .K. Seraphin, .J. Crawford, .B. Beal",WAS,1,1.4,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,-2.0,12-18-2012
"Nene, .S. Livingston, .C. Martin, .K. Seraphin, .B. Beal",WAS,1,1.3,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12-18-2012
"E. Barron, .M. Webster, .C. Martin, .J. Crawford, .C. Singleton",WAS,1,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,12-18-2012
"E. Barron, .M. Webster, .C. Martin, .K. Seraphin, .J. Crawford",WAS,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-7.0,12-18-2012
"E. Okafor, .S. Livingston, .E. Barron, .C. Martin, .B. Beal",WAS,1,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12-18-2012
"Nene, .M. Webster, .J. Crawford, .C. Singleton, .B. Beal",WAS,1,0.6,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,12-18-2012
"Nene, .S. Livingston, .M. Webster, .C. Martin, .K. Seraphin",WAS,1,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,12-18-2012
"E. Okafor, .S. Livingston, .C. Martin, .J. Crawford, .C. Singleton",WAS,1,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,12-18-2012
"E. Okafor, .S. Livingston, .E. Barron, .M. Webster, .C. Martin",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-18-2012
"M. Webster, .C. Martin, .K. Seraphin, .J. Crawford, .B. Beal",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-18-2012
"Nene, .E. Barron, .M. Webster, .C. Martin, .J. Crawford",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-18-2012
"Nene, .E. Okafor, .M. Webster, .J. Crawford, .B. Beal",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-18-2012
"Nene, .E. Okafor, .S. Livingston, .J. Crawford, .B. Beal",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-18-2012
"Nene, .E. Barron, .M. Webster, .J. Crawford, .B. Beal",WAS,1,9.5,19.0,6.0,14.0,42.9,0.0,5.0,0.0,7.0,8.0,87.5,0.0,8.0,8.0,4.0,2.0,0.0,3.0,2.0,8.0,6.0,2.0,12-18-2012
"E. Okafor, .M. Webster, .J. Crawford, .C. Singleton, .B. Beal",WAS,1,7.6,14.0,6.0,12.0,50.0,0.0,1.0,0.0,2.0,2.0,100,0.0,3.0,3.0,6.0,2.0,3.0,0.0,2.0,0.0,1.0,-5.0,12-18-2012
"E. Okafor, .E. Barron, .M. Webster, .J. Crawford, .B. Beal",WAS,1,5.5,12.0,5.0,13.0,38.5,2.0,2.0,100,0.0,0.0,0.0,3.0,5.0,8.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,8.0,12-18-2012
"E. Barron, .C. Martin, .K. Seraphin, .J. Crawford, .B. Beal",WAS,1,4.9,6.0,2.0,14.0,14.3,2.0,3.0,66.7,0.0,0.0,0.0,6.0,4.0,10.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,-1.0,12-18-2012
"Nene, .E. Okafor, .S. Livingston, .M. Webster, .C. Martin",WAS,1,4.1,8.0,4.0,6.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,-1.0,12-18-2012
"Nene, .M. Webster, .K. Seraphin, .J. Crawford, .B. Beal",WAS,1,3.2,5.0,2.0,4.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,-3.0,12-18-2012
"E. Okafor, .S. Livingston, .C. Martin, .K. Seraphin, .J. Crawford",WAS,1,2.8,4.0,2.0,5.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,12-18-2012
"E. Okafor, .E. Barron, .C. Martin, .J. Crawford, .B. Beal",WAS,1,2.0,6.0,2.0,2.0,100,1.0,1.0,100,1.0,4.0,25.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,12-18-2012
"E. Okafor, .S. Livingston, .J. Crawford, .C. Singleton, .B. Beal",WAS,1,1.7,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.0,12-18-2012
"Nene, .S. Livingston, .M. Webster, .K. Seraphin, .B. Beal",WAS,1,1.7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,100,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,12-18-2012
"Nene, .M. Webster, .C. Martin, .K. Seraphin, .J. Crawford",WAS,1,1.6,7.0,1.0,2.0,50.0,1.0,1.0,100,4.0,4.0,100,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0,12-18-2012
"Nene, .S. Livingston, .C. Martin, .K. Seraphin, .J. Crawford",WAS,1,1.6,8.0,4.0,4.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,12-18-2012
"E. Barron, .M. Webster, .K. Seraphin, .J. Crawford, .B. Beal",WAS,1,1.4,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,-2.0,12-18-2012
"Nene, .S. Livingston, .C. Martin, .K. Seraphin, .B. Beal",WAS,1,1.3,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12-18-2012
"E. Barron, .M. Webster, .C. Martin, .J. Crawford, .C. Singleton",WAS,1,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,12-18-2012
"E. Barron, .M. Webster, .C. Martin, .K. Seraphin, .J. Crawford",WAS,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-7.0,12-18-2012
"E. Okafor, .S. Livingston, .E. Barron, .C. Martin, .B. Beal",WAS,1,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12-18-2012
"Nene, .M. Webster, .J. Crawford, .C. Singleton, .B. Beal",WAS,1,0.6,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,12-18-2012
"Nene, .S. Livingston, .M. Webster, .C. Martin, .K. Seraphin",WAS,1,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,12-18-2012
"E. Okafor, .S. Livingston, .C. Martin, .J. Crawford, .C. Singleton",WAS,1,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,12-18-2012
"E. Okafor, .S. Livingston, .E. Barron, .M. Webster, .C. Martin",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-18-2012
"M. Webster, .C. Martin, .K. Seraphin, .J. Crawford, .B. Beal",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-18-2012
