,Visitor/Neutral,Home/Neutral,TEAM,GAMEDAY,SEASON,AWAYSCORE,HOMESCORE,GAMEDAY_FMT,AWAY,SEASON_FMT,TEAM_DECHANGED,AWAY_DECHANGED
11775,Chicago Bulls,Milwaukee Bucks,MIL,2016-12-15,2016-17,97,108,2016-12-15,CHI,2016,MIL,CHI
11787,Portland Trail Blazers,Denver Nuggets,DEN,2016-12-15,2016-17,120,132,2016-12-15,POR,2016,DEN,POR
11964,New York Knicks,Golden State Warriors,GSW,2016-12-15,2016-17,90,103,2016-12-15,NYK,2016,GSW,NYK
12617,San Antonio Spurs,Phoenix Suns,PHX,2016-12-15,2016-17,107,92,2016-12-15,SAS,2016,PHX,SAS
12799,Indiana Pacers,New Orleans Pelicans,NOP,2016-12-15,2016-17,95,102,2016-12-15,IND,2016,NOP,IND
11812,Detroit Pistons,Washington Wizards,WAS,2016-12-16,2016-17,108,122,2016-12-16,DET,2016,WAS,DET
11865,Los Angeles Clippers,Miami Heat,MIA,2016-12-16,2016-17,102,98,2016-12-16,LAC,2016,MIA,LAC
11912,New Orleans Pelicans,Houston Rockets,HOU,2016-12-16,2016-17,100,122,2016-12-16,NOP,2016,HOU,NOP
12081,Charlotte Hornets,Boston Celtics,BOS,2016-12-16,2016-17,88,96,2016-12-16,CHA,2016,BOS,CHA
12171,Dallas Mavericks,Utah Jazz,UTA,2016-12-16,2016-17,100,103,2016-12-16,DAL,2016,UTA,DAL
12175,Atlanta Hawks,Toronto Raptors,TOR,2016-12-16,2016-17,125,121,2016-12-16,ATL,2016,TOR,ATL
12373,Sacramento Kings,Memphis Grizzlies,MEM,2016-12-16,2016-17,96,92,2016-12-16,SAC,2016,MEM,SAC
12698,Brooklyn Nets,Orlando Magic,ORL,2016-12-16,2016-17,111,118,2016-12-16,BKN,2016,ORL,BKN
12856,Los Angeles Lakers,Philadelphia 76ers,PHI,2016-12-16,2016-17,100,89,2016-12-16,LAL,2016,PHI,LAL
12982,Milwaukee Bucks,Chicago Bulls,CHI,2016-12-16,2016-17,95,69,2016-12-16,MIL,2016,CHI,MIL
11856,New York Knicks,Denver Nuggets,DEN,2016-12-17,2016-17,114,127,2016-12-17,NYK,2016,DEN,NYK
11957,Portland Trail Blazers,Golden State Warriors,GSW,2016-12-17,2016-17,90,135,2016-12-17,POR,2016,GSW,POR
12215,Charlotte Hornets,Atlanta Hawks,ATL,2016-12-17,2016-17,107,99,2016-12-17,CHA,2016,ATL,CHA
12307,Indiana Pacers,Detroit Pistons,DET,2016-12-17,2016-17,105,90,2016-12-17,IND,2016,DET,IND
12587,Houston Rockets,Minnesota Timberwolves,MIN,2016-12-17,2016-17,111,109,2016-12-17,HOU,2016,MIN,HOU
12785,Phoenix Suns,Oklahoma City Thunder,OKC,2016-12-17,2016-17,101,114,2016-12-17,PHX,2016,OKC,PHX
12946,Los Angeles Lakers,Cleveland Cavaliers,CLE,2016-12-17,2016-17,108,119,2016-12-17,LAL,2016,CLE,LAL
11816,Los Angeles Clippers,Washington Wizards,WAS,2016-12-18,2016-17,110,117,2016-12-18,LAC,2016,WAS,LAC
11849,Boston Celtics,Miami Heat,MIA,2016-12-18,2016-17,105,95,2016-12-18,BOS,2016,MIA,BOS
12017,Sacramento Kings,Dallas Mavericks,DAL,2016-12-18,2016-17,79,99,2016-12-18,SAC,2016,DAL,SAC
12337,Utah Jazz,Memphis Grizzlies,MEM,2016-12-18,2016-17,82,73,2016-12-18,UTA,2016,MEM,UTA
12494,New Orleans Pelicans,San Antonio Spurs,SAS,2016-12-18,2016-17,100,113,2016-12-18,NOP,2016,SAS,NOP
12697,Toronto Raptors,Orlando Magic,ORL,2016-12-18,2016-17,109,79,2016-12-18,TOR,2016,ORL,TOR
12888,Brooklyn Nets,Philadelphia 76ers,PHI,2016-12-18,2016-17,107,108,2016-12-18,BKN,2016,PHI,BKN
11859,Dallas Mavericks,Denver Nuggets,DEN,2016-12-19,2016-17,107,117,2016-12-19,DAL,2016,DEN,DAL
12301,Washington Wizards,Indiana Pacers,IND,2016-12-19,2016-17,105,107,2016-12-19,WAS,2016,IND,WAS
12590,Phoenix Suns,Minnesota Timberwolves,MIN,2016-12-19,2016-17,108,115,2016-12-19,PHX,2016,MIN,PHX
12608,Atlanta Hawks,Oklahoma City Thunder,OKC,2016-12-19,2016-17,110,108,2016-12-19,ATL,2016,OKC,ATL
12980,Detroit Pistons,Chicago Bulls,CHI,2016-12-19,2016-17,82,113,2016-12-19,DET,2016,CHI,DET
11797,Orlando Magic,Miami Heat,MIA,2016-12-20,2016-17,136,130,2016-12-20,ORL,2016,MIA,ORL
11827,Portland Trail Blazers,Sacramento Kings,SAC,2016-12-20,2016-17,121,126,2016-12-20,POR,2016,SAC,POR
11894,Cleveland Cavaliers,Milwaukee Bucks,MIL,2016-12-20,2016-17,114,108,2016-12-20,CLE,2016,MIL,CLE
11924,Utah Jazz,Golden State Warriors,GSW,2016-12-20,2016-17,74,104,2016-12-20,UTA,2016,GSW,UTA
12059,San Antonio Spurs,Houston Rockets,HOU,2016-12-20,2016-17,102,100,2016-12-20,SAS,2016,HOU,SAS
12180,Brooklyn Nets,Toronto Raptors,TOR,2016-12-20,2016-17,104,116,2016-12-20,BKN,2016,TOR,BKN
12236,Denver Nuggets,Los Angeles Clippers,LAC,2016-12-20,2016-17,102,119,2016-12-20,DEN,2016,LAC,DEN
12334,Boston Celtics,Memphis Grizzlies,MEM,2016-12-20,2016-17,112,109,2016-12-20,BOS,2016,MEM,BOS
12660,Los Angeles Lakers,Charlotte Hornets,CHA,2016-12-20,2016-17,113,117,2016-12-20,LAL,2016,CHA,LAL
12889,New Orleans Pelicans,Philadelphia 76ers,PHI,2016-12-20,2016-17,108,93,2016-12-20,NOP,2016,PHI,NOP
12958,Indiana Pacers,New York Knicks,NYK,2016-12-20,2016-17,111,118,2016-12-20,IND,2016,NYK,IND
11843,Dallas Mavericks,Portland Trail Blazers,POR,2016-12-21,2016-17,96,95,2016-12-21,DAL,2016,POR,DAL
12128,Sacramento Kings,Utah Jazz,UTA,2016-12-21,2016-17,94,93,2016-12-21,SAC,2016,UTA,SAC
12212,Minnesota Timberwolves,Atlanta Hawks,ATL,2016-12-21,2016-17,92,84,2016-12-21,MIN,2016,ATL,MIN
12479,Memphis Grizzlies,Detroit Pistons,DET,2016-12-21,2016-17,98,86,2016-12-21,MEM,2016,DET,MEM
12800,Oklahoma City Thunder,New Orleans Pelicans,NOP,2016-12-21,2016-17,121,110,2016-12-21,OKC,2016,NOP,OKC
12837,Washington Wizards,Chicago Bulls,CHI,2016-12-21,2016-17,107,97,2016-12-21,WAS,2016,CHI,WAS
12841,Houston Rockets,Phoenix Suns,PHX,2016-12-21,2016-17,125,111,2016-12-21,HOU,2016,PHX,HOU
12953,Milwaukee Bucks,Cleveland Cavaliers,CLE,2016-12-21,2016-17,102,113,2016-12-21,MIL,2016,CLE,MIL
11704,Golden State Warriors,Brooklyn Nets,BKN,2016-12-22,2016-17,117,101,2016-12-22,GSW,2016,BKN,GSW
11857,Los Angeles Lakers,Miami Heat,MIA,2016-12-22,2016-17,107,115,2016-12-22,LAL,2016,MIA,LAL
12224,San Antonio Spurs,Los Angeles Clippers,LAC,2016-12-22,2016-17,101,106,2016-12-22,SAS,2016,LAC,SAS
12231,Boston Celtics,Indiana Pacers,IND,2016-12-22,2016-17,109,102,2016-12-22,BOS,2016,IND,BOS
12990,Orlando Magic,New York Knicks,NYK,2016-12-22,2016-17,95,106,2016-12-22,ORL,2016,NYK,ORL
11788,Atlanta Hawks,Denver Nuggets,DEN,2016-12-23,2016-17,109,108,2016-12-23,ATL,2016,DEN,ATL
11872,San Antonio Spurs,Portland Trail Blazers,POR,2016-12-23,2016-17,110,90,2016-12-23,SAS,2016,POR,SAS
11880,Washington Wizards,Milwaukee Bucks,MIL,2016-12-23,2016-17,96,123,2016-12-23,WAS,2016,MIL,WAS
12075,Oklahoma City Thunder,Boston Celtics,BOS,2016-12-23,2016-17,117,112,2016-12-23,OKC,2016,BOS,OKC
12101,Toronto Raptors,Utah Jazz,UTA,2016-12-23,2016-17,104,98,2016-12-23,TOR,2016,UTA,TOR
12129,Golden State Warriors,Detroit Pistons,DET,2016-12-23,2016-17,119,113,2016-12-23,GSW,2016,DET,GSW
12227,Dallas Mavericks,Los Angeles Clippers,LAC,2016-12-23,2016-17,90,88,2016-12-23,DAL,2016,LAC,DAL
12332,Houston Rockets,Memphis Grizzlies,MEM,2016-12-23,2016-17,109,115,2016-12-23,HOU,2016,MEM,HOU
12591,Sacramento Kings,Minnesota Timberwolves,MIN,2016-12-23,2016-17,109,105,2016-12-23,SAC,2016,MIN,SAC
12649,Chicago Bulls,Charlotte Hornets,CHA,2016-12-23,2016-17,91,103,2016-12-23,CHI,2016,CHA,CHI
12696,Los Angeles Lakers,Orlando Magic,ORL,2016-12-23,2016-17,90,109,2016-12-23,LAL,2016,ORL,LAL
12806,Philadelphia 76ers,Phoenix Suns,PHX,2016-12-23,2016-17,116,123,2016-12-23,PHI,2016,PHX,PHI
12819,Miami Heat,New Orleans Pelicans,NOP,2016-12-23,2016-17,87,91,2016-12-23,MIA,2016,NOP,MIA
12927,Brooklyn Nets,Cleveland Cavaliers,CLE,2016-12-23,2016-17,99,119,2016-12-23,BKN,2016,CLE,BKN
12452,Chicago Bulls,San Antonio Spurs,SAS,2016-12-25,2016-17,100,119,2016-12-25,CHI,2016,SAS,CHI
12459,Los Angeles Clippers,Los Angeles Lakers,LAL,2016-12-25,2016-17,102,111,2016-12-25,LAC,2016,LAL,LAC
12557,Boston Celtics,New York Knicks,NYK,2016-12-25,2016-17,119,114,2016-12-25,BOS,2016,NYK,BOS
12746,Minnesota Timberwolves,Oklahoma City Thunder,OKC,2016-12-25,2016-17,100,112,2016-12-25,MIN,2016,OKC,MIN
12917,Golden State Warriors,Cleveland Cavaliers,CLE,2016-12-25,2016-17,108,109,2016-12-25,GSW,2016,CLE,GSW
11699,Charlotte Hornets,Brooklyn Nets,BKN,2016-12-26,2016-17,118,120,2016-12-26,CHA,2016,BKN,CHA
11781,Philadelphia 76ers,Sacramento Kings,SAC,2016-12-26,2016-17,100,102,2016-12-26,PHI,2016,SAC,PHI
11795,Milwaukee Bucks,Washington Wizards,WAS,2016-12-26,2016-17,102,107,2016-12-26,MIL,2016,WAS,MIL
11868,Toronto Raptors,Portland Trail Blazers,POR,2016-12-26,2016-17,95,91,2016-12-26,TOR,2016,POR,TOR
12222,Denver Nuggets,Los Angeles Clippers,LAC,2016-12-26,2016-17,106,102,2016-12-26,DEN,2016,LAC,DEN
12354,Phoenix Suns,Houston Rockets,HOU,2016-12-26,2016-17,115,131,2016-12-26,PHX,2016,HOU,PHX
12448,Cleveland Cavaliers,Detroit Pistons,DET,2016-12-26,2016-17,90,106,2016-12-26,CLE,2016,DET,CLE
12601,Atlanta Hawks,Minnesota Timberwolves,MIN,2016-12-26,2016-17,90,104,2016-12-26,ATL,2016,MIN,ATL
12786,Memphis Grizzlies,Orlando Magic,ORL,2016-12-26,2016-17,102,112,2016-12-26,MEM,2016,ORL,MEM
12866,Dallas Mavericks,New Orleans Pelicans,NOP,2016-12-26,2016-17,104,111,2016-12-26,DAL,2016,NOP,DAL
12881,Indiana Pacers,Chicago Bulls,CHI,2016-12-26,2016-17,85,90,2016-12-26,IND,2016,CHI,IND
11871,Oklahoma City Thunder,Miami Heat,MIA,2016-12-27,2016-17,106,94,2016-12-27,OKC,2016,MIA,OKC
12061,Houston Rockets,Dallas Mavericks,DAL,2016-12-27,2016-17,123,107,2016-12-27,HOU,2016,DAL,HOU
12074,Memphis Grizzlies,Boston Celtics,BOS,2016-12-27,2016-17,103,113,2016-12-27,MEM,2016,BOS,MEM
12458,Utah Jazz,Los Angeles Lakers,LAL,2016-12-27,2016-17,102,100,2016-12-27,UTA,2016,LAL,UTA
11759,Sacramento Kings,Portland Trail Blazers,POR,2016-12-28,2016-17,89,102,2016-12-28,SAC,2016,POR,SAC
11782,Minnesota Timberwolves,Denver Nuggets,DEN,2016-12-28,2016-17,103,105,2016-12-28,MIN,2016,DEN,MIN
11793,Indiana Pacers,Washington Wizards,WAS,2016-12-28,2016-17,105,111,2016-12-28,IND,2016,WAS,IND
11962,Toronto Raptors,Golden State Warriors,GSW,2016-12-28,2016-17,111,121,2016-12-28,TOR,2016,GSW,TOR
12256,New York Knicks,Atlanta Hawks,ATL,2016-12-28,2016-17,98,102,2016-12-28,NYK,2016,ATL,NYK
12453,Milwaukee Bucks,Detroit Pistons,DET,2016-12-28,2016-17,119,94,2016-12-28,MIL,2016,DET,MIL
12456,Phoenix Suns,San Antonio Spurs,SAS,2016-12-28,2016-17,98,119,2016-12-28,PHX,2016,SAS,PHX
12600,Charlotte Hornets,Orlando Magic,ORL,2016-12-28,2016-17,120,101,2016-12-28,CHA,2016,ORL,CHA
12860,Los Angeles Clippers,New Orleans Pelicans,NOP,2016-12-28,2016-17,98,102,2016-12-28,LAC,2016,NOP,LAC
12864,Brooklyn Nets,Chicago Bulls,CHI,2016-12-28,2016-17,99,101,2016-12-28,BKN,2016,CHI,BKN
12176,Philadelphia 76ers,Utah Jazz,UTA,2016-12-29,2016-17,83,100,2016-12-29,PHI,2016,UTA,PHI
12410,Oklahoma City Thunder,Memphis Grizzlies,MEM,2016-12-29,2016-17,80,114,2016-12-29,OKC,2016,MEM,OKC
12455,Dallas Mavericks,Los Angeles Lakers,LAL,2016-12-29,2016-17,101,89,2016-12-29,DAL,2016,LAL,DAL
12815,Miami Heat,Charlotte Hornets,CHA,2016-12-29,2016-17,82,91,2016-12-29,MIA,2016,CHA,MIA
12979,Toronto Raptors,Phoenix Suns,PHX,2016-12-29,2016-17,91,99,2016-12-29,TOR,2016,PHX,TOR
12993,Boston Celtics,Cleveland Cavaliers,CLE,2016-12-29,2016-17,118,124,2016-12-29,BOS,2016,CLE,BOS
11803,Brooklyn Nets,Washington Wizards,WAS,2016-12-30,2016-17,95,118,2016-12-30,BKN,2016,WAS,BKN
11839,Philadelphia 76ers,Denver Nuggets,DEN,2016-12-30,2016-17,124,122,2016-12-30,PHI,2016,DEN,PHI
12044,Dallas Mavericks,Golden State Warriors,GSW,2016-12-30,2016-17,99,108,2016-12-30,DAL,2016,GSW,DAL
12072,Miami Heat,Boston Celtics,BOS,2016-12-30,2016-17,114,117,2016-12-30,MIA,2016,BOS,MIA
12104,Chicago Bulls,Indiana Pacers,IND,2016-12-30,2016-17,101,111,2016-12-30,CHI,2016,IND,CHI
12278,Detroit Pistons,Atlanta Hawks,ATL,2016-12-30,2016-17,98,105,2016-12-30,DET,2016,ATL,DET
12461,Portland Trail Blazers,San Antonio Spurs,SAS,2016-12-30,2016-17,94,110,2016-12-30,POR,2016,SAS,POR
12512,Los Angeles Clippers,Houston Rockets,HOU,2016-12-30,2016-17,116,140,2016-12-30,LAC,2016,HOU,LAC
12610,Milwaukee Bucks,Minnesota Timberwolves,MIN,2016-12-30,2016-17,99,116,2016-12-30,MIL,2016,MIN,MIL
12936,New York Knicks,New Orleans Pelicans,NOP,2016-12-30,2016-17,92,104,2016-12-30,NYK,2016,NOP,NYK
11846,Memphis Grizzlies,Sacramento Kings,SAC,2016-12-31,2016-17,112,98,2016-12-31,MEM,2016,SAC,MEM
12353,New York Knicks,Houston Rockets,HOU,2016-12-31,2016-17,122,129,2016-12-31,NYK,2016,HOU,NYK
12439,Phoenix Suns,Utah Jazz,UTA,2016-12-31,2016-17,86,91,2016-12-31,PHX,2016,UTA,PHX
12680,Los Angeles Clippers,Oklahoma City Thunder,OKC,2016-12-31,2016-17,88,114,2016-12-31,LAC,2016,OKC,LAC
12802,Milwaukee Bucks,Chicago Bulls,CHI,2016-12-31,2016-17,116,96,2016-12-31,MIL,2016,CHI,MIL
12983,Cleveland Cavaliers,Charlotte Hornets,CHA,2016-12-31,2016-17,121,109,2016-12-31,CLE,2016,CHA,CLE
11724,San Antonio Spurs,Atlanta Hawks,ATL,2017-01-01,2016-17,112,114,2017-01-01,SAS,2016,ATL,SAS
11804,Detroit Pistons,Miami Heat,MIA,2017-01-01,2016-17,107,98,2017-01-01,DET,2016,MIA,DET
12142,Toronto Raptors,Los Angeles Lakers,LAL,2017-01-01,2016-17,123,114,2017-01-01,TOR,2016,LAL,TOR
12162,Orlando Magic,Indiana Pacers,IND,2017-01-01,2016-17,104,117,2017-01-01,ORL,2016,IND,ORL
12708,Portland Trail Blazers,Minnesota Timberwolves,MIN,2017-01-01,2016-17,95,89,2017-01-01,POR,2016,MIN,POR
11814,Denver Nuggets,Golden State Warriors,GSW,2017-01-02,2016-17,119,127,2017-01-02,DEN,2016,GSW,DEN
11910,Utah Jazz,Brooklyn Nets,BKN,2017-01-02,2016-17,101,89,2017-01-02,UTA,2016,BKN,UTA
11979,Oklahoma City Thunder,Milwaukee Bucks,MIL,2017-01-02,2016-17,94,98,2017-01-02,OKC,2016,MIL,OKC
12282,Phoenix Suns,Los Angeles Clippers,LAC,2017-01-02,2016-17,98,109,2017-01-02,PHX,2016,LAC,PHX
12518,Washington Wizards,Houston Rockets,HOU,2017-01-02,2016-17,91,101,2017-01-02,WAS,2016,HOU,WAS
12585,Orlando Magic,New York Knicks,NYK,2017-01-02,2016-17,115,103,2017-01-02,ORL,2016,NYK,ORL
12594,New Orleans Pelicans,Cleveland Cavaliers,CLE,2017-01-02,2016-17,82,90,2017-01-02,NOP,2016,CLE,NOP
12902,Charlotte Hornets,Chicago Bulls,CHI,2017-01-02,2016-17,111,118,2017-01-02,CHA,2016,CHI,CHA
11994,Washington Wizards,Dallas Mavericks,DAL,2017-01-03,2016-17,105,113,2017-01-03,WAS,2016,DAL,WAS
12115,Utah Jazz,Boston Celtics,BOS,2017-01-03,2016-17,104,115,2017-01-03,UTA,2016,BOS,UTA
12143,Memphis Grizzlies,Los Angeles Lakers,LAL,2017-01-03,2016-17,102,116,2017-01-03,MEM,2016,LAL,MEM
12252,Indiana Pacers,Detroit Pistons,DET,2017-01-03,2016-17,121,116,2017-01-03,IND,2016,DET,IND
12374,Sacramento Kings,Denver Nuggets,DEN,2017-01-03,2016-17,120,113,2017-01-03,SAC,2016,DEN,SAC
12460,Toronto Raptors,San Antonio Spurs,SAS,2017-01-03,2016-17,82,110,2017-01-03,TOR,2016,SAS,TOR
12657,Minnesota Timberwolves,Philadelphia 76ers,PHI,2017-01-03,2016-17,91,93,2017-01-03,MIN,2016,PHI,MIN
12949,Miami Heat,Phoenix Suns,PHX,2017-01-03,2016-17,90,99,2017-01-03,MIA,2016,PHX,MIA
11732,Portland Trail Blazers,Golden State Warriors,GSW,2017-01-04,2016-17,117,125,2017-01-04,POR,2016,GSW,POR
12063,Miami Heat,Sacramento Kings,SAC,2017-01-04,2016-17,107,102,2017-01-04,MIA,2016,SAC,MIA
12288,Memphis Grizzlies,Los Angeles Clippers,LAC,2017-01-04,2016-17,106,115,2017-01-04,MEM,2016,LAC,MEM
12605,Milwaukee Bucks,New York Knicks,NYK,2017-01-04,2016-17,105,104,2017-01-04,MIL,2016,NYK,MIL
12674,Atlanta Hawks,Orlando Magic,ORL,2017-01-04,2016-17,111,92,2017-01-04,ATL,2016,ORL,ATL
12706,Chicago Bulls,Cleveland Cavaliers,CLE,2017-01-04,2016-17,106,94,2017-01-04,CHI,2016,CLE,CHI
12899,Oklahoma City Thunder,Charlotte Hornets,CHA,2017-01-04,2016-17,112,123,2017-01-04,OKC,2016,CHA,OKC
11729,San Antonio Spurs,Denver Nuggets,DEN,2017-01-05,2016-17,127,99,2017-01-05,SAS,2016,DEN,SAS
11886,Phoenix Suns,Dallas Mavericks,DAL,2017-01-05,2016-17,102,95,2017-01-05,PHX,2016,DAL,PHX
12138,Brooklyn Nets,Indiana Pacers,IND,2017-01-05,2016-17,109,121,2017-01-05,BKN,2016,IND,BKN
12211,Utah Jazz,Toronto Raptors,TOR,2017-01-05,2016-17,93,101,2017-01-05,UTA,2016,TOR,UTA
12225,Charlotte Hornets,Detroit Pistons,DET,2017-01-05,2016-17,114,115,2017-01-05,CHA,2016,DET,CHA
12509,Oklahoma City Thunder,Houston Rockets,HOU,2017-01-05,2016-17,116,118,2017-01-05,OKC,2016,HOU,OKC
12862,Atlanta Hawks,New Orleans Pelicans,NOP,2017-01-05,2016-17,99,94,2017-01-05,ATL,2016,NOP,ATL
12926,Los Angeles Lakers,Portland Trail Blazers,POR,2017-01-05,2016-17,109,118,2017-01-05,LAL,2016,POR,LAL
11705,Memphis Grizzlies,Golden State Warriors,GSW,2017-01-06,2016-17,128,119,2017-01-06,MEM,2016,GSW,MEM
11765,Minnesota Timberwolves,Washington Wizards,WAS,2017-01-06,2016-17,105,112,2017-01-06,MIN,2016,WAS,MIN
11877,New York Knicks,Milwaukee Bucks,MIL,2017-01-06,2016-17,116,111,2017-01-06,NYK,2016,MIL,NYK
12014,Cleveland Cavaliers,Brooklyn Nets,BKN,2017-01-06,2016-17,116,108,2017-01-06,CLE,2016,BKN,CLE
12038,Los Angeles Clippers,Sacramento Kings,SAC,2017-01-06,2016-17,106,98,2017-01-06,LAC,2016,SAC,LAC
12144,Miami Heat,Los Angeles Lakers,LAL,2017-01-06,2016-17,100,127,2017-01-06,MIA,2016,LAL,MIA
12187,Philadelphia 76ers,Boston Celtics,BOS,2017-01-06,2016-17,106,110,2017-01-06,PHI,2016,BOS,PHI
12753,Houston Rockets,Orlando Magic,ORL,2017-01-06,2016-17,100,93,2017-01-06,HOU,2016,ORL,HOU
12010,Atlanta Hawks,Dallas Mavericks,DAL,2017-01-07,2016-17,97,82,2017-01-07,ATL,2016,DAL,ATL
12111,New Orleans Pelicans,Boston Celtics,BOS,2017-01-07,2016-17,108,117,2017-01-07,NOP,2016,BOS,NOP
12141,New York Knicks,Indiana Pacers,IND,2017-01-07,2016-17,109,123,2017-01-07,NYK,2016,IND,NYK
12538,Charlotte Hornets,San Antonio Spurs,SAS,2017-01-07,2016-17,85,102,2017-01-07,CHA,2016,SAS,CHA
12709,Utah Jazz,Minnesota Timberwolves,MIN,2017-01-07,2016-17,94,92,2017-01-07,UTA,2016,MIN,UTA
12811,Toronto Raptors,Chicago Bulls,CHI,2017-01-07,2016-17,118,123,2017-01-07,TOR,2016,CHI,TOR
12923,Denver Nuggets,Oklahoma City Thunder,OKC,2017-01-07,2016-17,106,121,2017-01-07,DEN,2016,OKC,DEN
12008,Philadelphia 76ers,Brooklyn Nets,BKN,2017-01-08,2016-17,105,95,2017-01-08,PHI,2016,BKN,PHI
12024,Washington Wizards,Milwaukee Bucks,MIL,2017-01-08,2016-17,107,101,2017-01-08,WAS,2016,MIL,WAS
12034,Golden State Warriors,Sacramento Kings,SAC,2017-01-08,2016-17,117,106,2017-01-08,GSW,2016,SAC,GSW
12145,Orlando Magic,Los Angeles Lakers,LAL,2017-01-08,2016-17,95,111,2017-01-08,ORL,2016,LAL,ORL
12210,Houston Rockets,Toronto Raptors,TOR,2017-01-08,2016-17,129,122,2017-01-08,HOU,2016,TOR,HOU
12239,Miami Heat,Los Angeles Clippers,LAC,2017-01-08,2016-17,86,98,2017-01-08,MIA,2016,LAC,MIA
12325,Utah Jazz,Memphis Grizzlies,MEM,2017-01-08,2016-17,79,88,2017-01-08,UTA,2016,MEM,UTA
12611,Detroit Pistons,Portland Trail Blazers,POR,2017-01-08,2016-17,125,124,2017-01-08,DET,2016,POR,DET
12777,Cleveland Cavaliers,Phoenix Suns,PHX,2017-01-08,2016-17,120,116,2017-01-08,CLE,2016,PHX,CLE
12625,Dallas Mavericks,Minnesota Timberwolves,MIN,2017-01-09,2016-17,92,101,2017-01-09,DAL,2016,MIN,DAL
12742,New Orleans Pelicans,New York Knicks,NYK,2017-01-09,2016-17,110,96,2017-01-09,NOP,2016,NYK,NOP
12804,Oklahoma City Thunder,Chicago Bulls,CHI,2017-01-09,2016-17,109,94,2017-01-09,OKC,2016,CHI,OKC
11718,Chicago Bulls,Washington Wizards,WAS,2017-01-10,2016-17,99,101,2017-01-10,CHI,2016,WAS,CHI
11891,Miami Heat,Golden State Warriors,GSW,2017-01-10,2016-17,95,107,2017-01-10,MIA,2016,GSW,MIA
11972,Atlanta Hawks,Brooklyn Nets,BKN,2017-01-10,2016-17,117,97,2017-01-10,ATL,2016,BKN,ATL
12026,Detroit Pistons,Sacramento Kings,SAC,2017-01-10,2016-17,94,100,2017-01-10,DET,2016,SAC,DET
12146,Portland Trail Blazers,Los Angeles Lakers,LAL,2017-01-10,2016-17,108,87,2017-01-10,POR,2016,LAL,POR
12261,Boston Celtics,Toronto Raptors,TOR,2017-01-10,2016-17,106,114,2017-01-10,BOS,2016,TOR,BOS
12328,Cleveland Cavaliers,Utah Jazz,UTA,2017-01-10,2016-17,92,100,2017-01-10,CLE,2016,UTA,CLE
12428,Charlotte Hornets,Houston Rockets,HOU,2017-01-10,2016-17,114,121,2017-01-10,CHA,2016,HOU,CHA
12435,Milwaukee Bucks,San Antonio Spurs,SAS,2017-01-10,2016-17,109,107,2017-01-10,MIL,2016,SAS,MIL
11783,Washington Wizards,Boston Celtics,BOS,2017-01-11,2016-17,108,117,2017-01-11,WAS,2016,BOS,WAS
12300,Orlando Magic,Los Angeles Clippers,LAC,2017-01-11,2016-17,96,105,2017-01-11,ORL,2016,LAC,ORL
12703,Houston Rockets,Minnesota Timberwolves,MIN,2017-01-11,2016-17,105,119,2017-01-11,HOU,2016,MIN,HOU
12849,Cleveland Cavaliers,Portland Trail Blazers,POR,2017-01-11,2016-17,86,102,2017-01-11,CLE,2016,POR,CLE
12908,Memphis Grizzlies,Oklahoma City Thunder,OKC,2017-01-11,2016-17,95,103,2017-01-11,MEM,2016,OKC,MEM
12931,New York Knicks,Philadelphia 76ers,PHI,2017-01-11,2016-17,97,98,2017-01-11,NYK,2016,PHI,NYK
11866,Indiana Pacers,Denver Nuggets,DEN,2017-01-12,2016-17,112,140,2017-01-12,IND,2016,DEN,IND
11995,New Orleans Pelicans,Brooklyn Nets,BKN,2017-01-12,2016-17,104,95,2017-01-12,NOP,2016,BKN,NOP
12004,Detroit Pistons,Golden State Warriors,GSW,2017-01-12,2016-17,107,127,2017-01-12,DET,2016,GSW,DET
12443,Los Angeles Lakers,San Antonio Spurs,SAS,2017-01-12,2016-17,94,134,2017-01-12,LAL,2016,SAS,LAL
12686,Dallas Mavericks,Phoenix Suns,PHX,2017-01-12,2016-17,113,108,2017-01-12,DAL,2016,PHX,DAL
12741,Chicago Bulls,New York Knicks,NYK,2017-01-12,2016-17,89,104,2017-01-12,CHI,2016,NYK,CHI
11873,Miami Heat,Milwaukee Bucks,MIL,2017-01-13,2016-17,108,116,2017-01-13,MIA,2016,MIL,MIA
12018,Cleveland Cavaliers,Sacramento Kings,SAC,2017-01-13,2016-17,120,108,2017-01-13,CLE,2016,SAC,CLE
12213,Brooklyn Nets,Toronto Raptors,TOR,2017-01-13,2016-17,113,132,2017-01-13,BKN,2016,TOR,BKN
12296,Boston Celtics,Atlanta Hawks,ATL,2017-01-13,2016-17,103,101,2017-01-13,BOS,2016,ATL,BOS
12423,Memphis Grizzlies,Houston Rockets,HOU,2017-01-13,2016-17,110,105,2017-01-13,MEM,2016,HOU,MEM
12507,Detroit Pistons,Utah Jazz,UTA,2017-01-13,2016-17,77,110,2017-01-13,DET,2016,UTA,DET
12643,Charlotte Hornets,Philadelphia 76ers,PHI,2017-01-13,2016-17,93,102,2017-01-13,CHA,2016,PHI,CHA
12682,Oklahoma City Thunder,Minnesota Timberwolves,MIN,2017-01-13,2016-17,86,96,2017-01-13,OKC,2016,MIN,OKC
12887,Orlando Magic,Portland Trail Blazers,POR,2017-01-13,2016-17,115,109,2017-01-13,ORL,2016,POR,ORL
