,HOME_OFFRTG,AWAY_OFFRTG,HOME_DEFRTG,AWAY_DEFRTG
91,,,,
92,,,,
93,,,,
94,,,,
95,,,,
96,,,,
97,17.872340425531913,15.212765957446809,22.83191489361702,12.101063829787234
98,,,,
99,17.233333333333334,20.833333333333336,20.233333333333334,22.520833333333332
100,,,,
101,,,,
102,,,,
103,,,,
104,,,,
105,18.233333333333334,8.164285714285713,15.099999999999998,5.492857142857143
106,,,,
107,,,,
108,,,,
109,,,,
110,,,,
111,,,,
112,,,,
113,,,,
114,,,,
115,,,,
116,13.608163265306121,13.825531914893615,11.665306122448978,12.76595744680851
117,,,,
118,,,,
119,,,,
120,,,,
121,,,,
122,,,,
123,,,,
124,20.014583333333334,6.7749999999999995,10.725,8.799999999999999
125,,,,
126,,,,
127,,,,
128,,,,
129,32.240625,17.0,19.2375,29.461000000000006
130,,,,
131,,,,
132,37.46938775510204,12.3125,36.734693877551024,10.916666666666666
133,,,,
134,,,,
135,,,,
136,,,,
137,,,,
138,,,,
139,19.148936170212767,17.140625,22.251063829787235,16.609375
140,,,,
141,19.63478260869565,3.64375,6.521739130434782,11.458333333333332
142,,,,
143,,,,
144,,,,
145,,,,
146,22.448979591836736,9.567021276595746,13.357142857142858,18.085106382978726
147,19.148936170212767,17.140625,22.251063829787235,16.609375
148,11.785714285714286,20.408163265306122,10.685714285714287,19.836734693877553
149,,,,
150,,,,
151,13.0,6.0,9.0,9.0
152,,,,
153,,,,
154,,,,
155,14.583333333333334,27.225,16.085416666666667,24.45
156,9.287234042553191,6.81875,9.574468085106384,7.1
157,,,,
158,,,,
159,,,,
160,,,,
161,,,,
162,,,,
163,,,,
164,,,,
165,,,,
166,17.542105263157893,18.13103448275862,18.44912280701754,17.27758620689655
167,,,,
168,,,,
169,15.166666666666666,26.793750000000003,18.227083333333333,24.262500000000003
170,,,,
171,16.15,13.027083333333334,14.516666666666666,11.456249999999999
172,,,,
173,,,,
174,24.5625,13.344680851063831,19.200000000000003,23.131914893617022
175,,,,
176,,,,
177,,,,
178,7.142857142857142,15.259574468085107,8.571428571428571,10.23936170212766
179,19.385714285714283,10.833333333333332,10.985714285714286,17.333333333333332
180,,,,
181,,,,
182,,,,
183,,,,
184,16.53473684210526,17.0,14.162105263157892,29.461000000000006
185,10.399468085106383,12.604166666666666,7.862765957446808,11.973958333333332
186,0.0,9.96875,0.0,12.947916666666666
187,10.399468085106383,12.604166666666666,7.862765957446808,11.973958333333332
188,,,,
189,26.093617021276593,10.421875,21.268085106382976,11.71875
190,,,,
191,20.678260869565218,11.591836734693878,24.904347826086955,11.173469387755102
192,,,,
193,,,,
194,,,,
195,10.399468085106383,12.604166666666666,7.862765957446808,11.973958333333332
196,,,,
197,,,,
198,,,,
199,,,,
200,6.382978723404255,14.298947368421054,6.6255319148936165,15.726315789473684
201,,,,
202,11.275510204081632,5.6875,6.23469387755102,9.871875
203,,,,
204,3.5749999999999997,8.3671875,11.108333333333334,7.8125
205,,,,
206,,,,
207,,,,
208,,,,
209,0.0,16.392857142857142,0.0,15.306122448979592
210,21.873958333333334,0.0,17.848958333333336,0.0
211,,,,
212,,,,
213,,,,
214,,,,
215,,,,
216,13.541666666666666,5.797872340425532,9.533333333333333,10.159574468085106
217,11.275510204081632,5.6875,6.23469387755102,9.871875
218,3.5749999999999997,8.3671875,11.108333333333334,7.8125
219,,,,
220,3.5749999999999997,8.3671875,11.108333333333334,7.8125
221,,,,
222,,,,
223,,,,
224,,,,
225,,,,
226,10.836000000000002,26.51826923076923,12.306000000000003,31.481730769230772
227,,,,
228,,,,
229,,,,
230,8.484375,24.901020408163266,10.649999999999999,22.08469387755102
231,15.273958333333335,21.320833333333333,12.604166666666666,17.09166666666667
232,,,,
233,,,,
234,8.59375,17.48404255319149,7.642708333333333,22.799999999999997
235,,,,
236,,,,
237,,,,
238,11.067708333333334,8.351020408163265,13.830208333333333,8.902040816326531
239,,,,
240,,,,
241,,,,
242,22.412499999999998,16.666666666666664,26.2625,15.2
243,,,,
244,16.581632653061227,18.4468085106383,12.73469387755102,15.46276595744681
245,,,,
246,,,,
247,,,,
248,,,,
249,,,,
250,12.774489795918369,5.213541666666666,7.136734693877551,11.973958333333332
251,14.420000000000002,14.014893617021276,13.580000000000002,13.136170212765958
252,,,,
253,16.53473684210526,17.0,14.162105263157892,29.461000000000006
254,,,,
255,11.979166666666668,10.342857142857143,9.375,15.757142857142856
256,6.382978723404255,14.298947368421054,6.6255319148936165,15.726315789473684
257,,,,
258,21.875,21.580000000000002,17.0625,28.314000000000004
259,,,,
260,6.382978723404255,14.298947368421054,6.6255319148936165,15.726315789473684
261,,,,
262,,,,
263,10.714285714285714,0.0,12.759183673469387,0.0
264,,,,
265,,,,
266,11.117708333333331,21.487499999999997,15.342708333333333,16.518749999999997
267,11.3625,21.508,14.0625,18.031000000000002
268,,,,
269,16.53473684210526,17.0,14.162105263157892,29.461000000000006
270,,,,
271,,,,
272,,,,
273,,,,
274,,,,
275,,,,
276,6.547894736842106,11.36734693877551,9.640526315789474,10.5
277,,,,
278,,,,
279,,,,
280,,,,
281,17.266666666666666,0.0,16.066666666666666,0.0
282,,,,
283,17.138297872340427,9.574468085106384,14.186170212765958,7.9787234042553195
284,6.547894736842106,11.36734693877551,9.640526315789474,10.5
285,,,,
286,33.03431372549019,10.576923076923077,24.691176470588236,9.254807692307692
287,,,,
288,6.547894736842106,11.36734693877551,9.640526315789474,10.5
289,,,,
290,18.645744680851063,14.042708333333334,13.708510638297872,11.361458333333333
291,,,,
292,22.340425531914892,27.597916666666666,25.425531914893618,27.624999999999996
293,,,,
294,,,,
295,14.540625,13.681914893617021,11.022916666666667,10.87659574468085
296,,,,
297,24.14,14.297872340425531,22.043333333333333,16.851063829787233
298,15.2,7.529166666666667,12.116666666666667,13.541666666666666
299,,,,
300,,,,
301,19.646808510638298,15.3375,25.99361702127659,10.875
302,15.191489361702127,24.675,13.927659574468084,22.96875
303,,,,
304,,,,
305,,,,
306,0.0,12.799999999999999,0.0,13.452631578947367
307,12.694897959183674,22.73469387755102,18.690816326530616,21.0
308,39.53333333333333,24.431250000000002,48.266666666666666,23.2875
309,,,,
310,,,,
311,28.325,20.833333333333336,29.65,26.854166666666668
312,,,,
313,,,,
314,,,,
315,,,,
316,,,,
317,,,,
318,,,,
319,,,,
320,25.264285714285712,32.31979166666667,28.392857142857142,27.863541666666666
321,,,,
322,24.318749999999998,27.708333333333332,21.28125,19.791666666666664
323,,,,
324,,,,
325,33.159375000000004,26.891489361702128,27.1125,25.838297872340426
326,,,,
327,18.685714285714287,11.020408163265307,25.178571428571427,6.731632653061225
328,,,,
329,,,,
330,,,,
331,16.47659574468085,16.953061224489797,13.838297872340425,13.885714285714286
332,,,,
333,,,,
334,24.316666666666666,10.638297872340425,16.233333333333334,14.180851063829788
335,18.645744680851063,12.342708333333334,23.745744680851068,9.633333333333333
336,10.416666666666668,0.0,9.468750000000002,0.0
337,35.947916666666664,14.67391304347826,31.597916666666663,15.221739130434782
338,0.0,12.5,0.0,13.6875
339,10.416666666666668,8.236956521739131,8.854166666666668,5.4391304347826095
340,,,,
341,,,,
342,,,,
343,,,,
344,0.0,11.142857142857144,0.0,19.340816326530614
345,,,,
346,11.739795918367347,6.959183673469388,11.21938775510204,9.23469387755102
347,15.750000000000002,8.868,11.760000000000002,9.995999999999999
348,9.000000000000002,17.24791666666667,15.104166666666668,14.910416666666668
349,10.623148148148147,29.09454545454545,14.350925925925926,28.178181818181816
350,,,,
351,14.751041666666667,12.33673469387755,13.546875,13.821428571428571
352,,,,
353,,,,
354,,,,
355,,,,
356,,,,
357,,,,
358,,,,
359,,,,
360,,,,
361,,,,
362,,,,
363,,,,
364,14.251063829787235,13.233333333333334,16.963829787234044,14.65
365,,,,
366,,,,
367,,,,
368,,,,
369,,,,
370,,,,
371,,,,
372,,,,
373,12.759183673469387,12.673404255319149,13.310204081632653,15.259574468085107
374,,,,
375,14.505319148936172,13.742857142857144,17.45744680851064,12.376530612244899
376,,,,
377,24.19468085106383,22.799999999999997,30.628723404255318,18.844897959183672
378,,,,
379,,,,
380,,,,
381,,,,
382,,,,
383,,,,
384,,,,
385,,,,
386,,,,
387,,,,
388,,,,
389,15.714285714285714,25.162499999999998,14.591836734693878,16.78125
390,24.355434782608693,16.233333333333334,20.292391304347827,19.233333333333334
391,6.075789473684211,11.46315789473684,9.852631578947369,8.660526315789474
392,,,,
393,6.075789473684211,11.46315789473684,9.852631578947369,8.660526315789474
394,,,,
395,11.458333333333332,40.20612244897959,12.008333333333333,34.81836734693878
396,21.320833333333333,15.306122448979592,14.583333333333334,21.642857142857146
397,,,,
398,,,,
399,,,,
400,,,,
401,,,,
402,,,,
403,,,,
404,,,,
405,18.593617021276593,13.836170212765957,16.334042553191487,15.995744680851065
406,17.21938775510204,12.494565217391305,13.454081632653063,13.510869565217392
407,,,,
408,,,,
409,,,,
410,,,,
411,9.876086956521739,15.09375,11.956521739130435,14.546875
412,,,,
413,,,,
414,15.319148936170212,0.0,11.170212765957446,0.0
415,,,,
416,11.458333333333332,6.770833333333334,9.9,6.364583333333334
417,,,,
418,,,,
419,6.909375000000001,23.020408163265305,11.98125,18.26530612244898
420,,,,
421,,,,
422,,,,
423,,,,
424,17.061702127659576,14.35,13.656382978723405,15.5125
425,,,,
426,,,,
427,6.074468085106383,28.848979591836734,11.170212765957446,25.56734693877551
428,,,,
429,,,,
430,,,,
431,,,,
432,19.58469387755102,17.75,20.053061224489795,20.833333333333332
433,12.711864406779661,15.082758620689656,17.796610169491526,15.067241379310344
434,,,,
435,,,,
436,19.361702127659576,9.375,7.74468085106383,11.71875
437,13.025,9.3765625,11.4625,10.1203125
438,,,,
439,,,,
440,10.3125,11.0,6.4125000000000005,15.3875
441,,,,
442,,,,
443,16.25,11.114583333333334,14.836956521739129,11.71875
444,,,,
445,30.881249999999998,16.09787234042553,25.912499999999998,21.651063829787233
446,10.526262626262625,0.0,4.576262626262626,0.0
447,13.27659574468085,20.219148936170214,14.808510638297872,21.26808510638298
448,,,,
449,4.8999999999999995,17.708333333333336,10.416666666666666,19.23125
450,13.862244897959185,16.912000000000003,12.11122448979592,8.75
451,,,,
452,,,,
453,21.945,21.63673469387755,23.73,20.74489795918367
454,,,,
455,13.0,10.0,15.803125,11.71875
456,,,,
457,18.70108695652174,18.19148936170213,13.33695652173913,22.882978723404253
458,,,,
459,14.489999999999998,0.0,13.005,0.0
460,,,,
461,,,,
462,16.25,23.055102040816326,11.9,29.744897959183675
463,,,,
464,,,,
465,,,,
466,22.133333333333333,13.68556701030928,14.116666666666667,17.89175257731959
467,,,,
468,7.840425531914894,11.763265306122449,11.702127659574469,7.1387755102040815
469,,,,
470,29.589795918367347,17.19183673469388,18.367346938775512,13.742857142857144
471,12.757142857142856,8.387755102040815,7.942857142857143,14.311224489795919
472,,,,
473,,,,
474,,,,
475,15.494791666666668,15.706122448979592,15.494791666666668,17.583673469387755
476,,,,
477,17.651063829787233,23.176041666666663,21.429787234042553,20.959375
478,,,,
479,5.0,21.928260869565218,11.5375,20.565217391304348
480,,,,
481,,,,
482,,,,
483,,,,
484,,,,
485,,,,
486,21.286956521739132,13.836170212765957,22.284782608695654,13.836170212765957
487,,,,
488,,,,
489,,,,
490,19.81132075471698,9.402884615384616,14.150943396226415,11.1375
491,,,,
492,12.963461538461537,11.203703703703702,17.782692307692304,12.863888888888887
493,,,,
494,,,,
495,,,,
496,18.307291666666664,24.278125,14.210416666666665,14.272916666666667
497,,,,
498,,,,
499,14.583333333333334,20.171739130434784,15.210416666666667,18.371739130434783
