,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes,Date_c,Home_abb,Date_fmt,Date_shifted,Season
2013,Wed Nov 21 2012,8:00p,Chicago Bulls,89,Houston Rockets,93,Box Score,,15950,,Nov 21 2012,HOU,2012-11-21,11-22-2012,2012-13
2792,Mon Dec 31 2012,7:00p,Atlanta Hawks,104,Houston Rockets,123,Box Score,,18160,,Dec 31 2012,HOU,2012-12-31,01-01-2013,2012-13
2024,Fri Nov 23 2012,8:00p,New York Knicks,103,Houston Rockets,131,Box Score,,18038,,Nov 23 2012,HOU,2012-11-23,11-24-2012,2012-13
10613,Sun Apr 28 2013,12:30a,Denver Nuggets,101,Golden State Warriors,115,Box Score,,19596,,Apr 28 2013,GSW,2013-04-28,04-29-2013,2012-13
2702,Tue Dec 18 2012,10:30p,New Orleans Hornets,96,Golden State Warriors,103,Box Score,,19596,,Dec 18 2012,GSW,2012-12-18,12-19-2012,2012-13
2789,Mon Dec 31 2012,3:00p,Charlotte Bobcats,91,Chicago Bulls,81,Box Score,,21986,,Dec 31 2012,CHI,2012-12-31,01-01-2013,2012-13
9147,Tue Mar 5 2013,9:30p,Los Angeles Lakers,105,Oklahoma City Thunder,122,Box Score,,18203,,Mar 5 2013,OKC,2013-03-05,03-06-2013,2012-13
2618,Fri Dec 7 2012,9:30p,Los Angeles Lakers,108,Oklahoma City Thunder,114,Box Score,,18203,,Dec 7 2012,OKC,2012-12-07,12-08-2012,2012-13
2657,Wed Dec 12 2012,8:00p,New Orleans Hornets,88,Oklahoma City Thunder,92,Box Score,,18203,,Dec 12 2012,OKC,2012-12-12,12-13-2012,2012-13
2671,Fri Dec 14 2012,8:00p,Sacramento Kings,103,Oklahoma City Thunder,113,Box Score,,18203,,Dec 14 2012,OKC,2012-12-14,12-15-2012,2012-13
2692,Mon Dec 17 2012,8:00p,San Antonio Spurs,93,Oklahoma City Thunder,107,Box Score,,18203,,Dec 17 2012,OKC,2012-12-17,12-18-2012,2012-13
2779,Sat Dec 29 2012,8:00p,Oklahoma City Thunder,124,Houston Rockets,94,Box Score,,18460,,Dec 29 2012,HOU,2012-12-29,12-30-2012,2012-13
2760,Thu Dec 27 2012,8:00p,Dallas Mavericks,105,Oklahoma City Thunder,111,Box Score,OT,18203,,Dec 27 2012,OKC,2012-12-27,12-28-2012,2012-13
2632,Sun Dec 9 2012,7:00p,Indiana Pacers,93,Oklahoma City Thunder,104,Box Score,,18203,,Dec 9 2012,OKC,2012-12-09,12-10-2012,2012-13
2055,Tue Nov 27 2012,8:00p,Toronto Raptors,101,Houston Rockets,117,Box Score,,12907,,Nov 27 2012,HOU,2012-11-27,11-28-2012,2012-13
9524,Wed Feb 27 2013,8:00p,New Orleans Hornets,74,Oklahoma City Thunder,119,Box Score,,18203,,Feb 27 2013,OKC,2013-02-27,02-28-2013,2012-13
8736,Sat Jan 19 2013,8:00p,Memphis Grizzlies,85,Chicago Bulls,82,Box Score,OT,22124,,Jan 19 2013,CHI,2013-01-19,01-20-2013,2012-13
1932,Sat Nov 10 2012,8:00p,Minnesota Timberwolves,80,Chicago Bulls,87,Box Score,,21974,,Nov 10 2012,CHI,2012-11-10,11-11-2012,2012-13
9505,Sun Feb 24 2013,9:30p,Chicago Bulls,72,Oklahoma City Thunder,102,Box Score,,18203,,Feb 24 2013,OKC,2013-02-24,02-25-2013,2012-13
10604,Fri Apr 26 2013,1:30a,Denver Nuggets,108,Golden State Warriors,110,Box Score,,19596,,Apr 26 2013,GSW,2013-04-26,04-27-2013,2012-13
9486,Fri Feb 22 2013,8:00p,Minnesota Timberwolves,111,Oklahoma City Thunder,127,Box Score,,18203,,Feb 22 2013,OKC,2013-02-22,02-23-2013,2012-13
2592,Tue Dec 4 2012,8:00p,Indiana Pacers,80,Chicago Bulls,76,Box Score,,21152,,Dec 4 2012,CHI,2012-12-04,12-05-2012,2012-13
2776,Sat Dec 29 2012,7:00p,Toronto Raptors,123,Orlando Magic,88,Box Score,,18846,,Dec 29 2012,ORL,2012-12-29,12-30-2012,2012-13
1914,Thu Nov 8 2012,8:00p,Oklahoma City Thunder,97,Chicago Bulls,91,Box Score,,21737,,Nov 8 2012,CHI,2012-11-08,11-09-2012,2012-13
8734,Sat Jan 19 2013,7:00p,San Antonio Spurs,98,Atlanta Hawks,93,Box Score,,18255,,Jan 19 2013,ATL,2013-01-19,01-20-2013,2012-13
2726,Fri Dec 21 2012,10:30p,Charlotte Bobcats,100,Golden State Warriors,115,Box Score,,19596,,Dec 21 2012,GSW,2012-12-21,12-22-2012,2012-13
2784,Sat Dec 29 2012,10:30p,Boston Celtics,83,Golden State Warriors,101,Box Score,,19596,,Dec 29 2012,GSW,2012-12-29,12-30-2012,2012-13
2778,Sat Dec 29 2012,8:00p,Washington Wizards,77,Chicago Bulls,87,Box Score,,22447,,Dec 29 2012,CHI,2012-12-29,12-30-2012,2012-13
8661,Wed Jan 9 2013,8:00p,Milwaukee Bucks,104,Chicago Bulls,96,Box Score,,21570,,Jan 9 2013,CHI,2013-01-09,01-10-2013,2012-13
9406,Fri Feb 8 2013,7:30p,Orlando Magic,108,Cleveland Cavaliers,119,Box Score,,14073,,Feb 8 2013,CLE,2013-02-08,02-09-2013,2012-13
1970,Fri Nov 16 2012,7:00p,Dallas Mavericks,83,Indiana Pacers,103,Box Score,,15110,,Nov 16 2012,IND,2012-11-16,11-17-2012,2012-13
9182,Sat Mar 9 2013,9:00p,Houston Rockets,105,Phoenix Suns,107,Box Score,,16734,,Mar 9 2013,PHX,2013-03-09,03-10-2013,2012-13
1908,Wed Nov 7 2012,8:00p,Philadelphia 76ers,77,New Orleans Hornets,62,Box Score,,12988,,Nov 7 2012,NOH,2012-11-07,11-08-2012,2012-13
8702,Mon Jan 14 2013,9:00p,Oklahoma City Thunder,102,Phoenix Suns,90,Box Score,,14951,,Jan 14 2013,PHX,2013-01-14,01-15-2013,2012-13
8772,Thu Jan 24 2013,10:30p,Los Angeles Clippers,88,Phoenix Suns,93,Box Score,,16017,,Jan 24 2013,PHX,2013-01-24,01-25-2013,2012-13
2658,Wed Dec 12 2012,9:00p,Memphis Grizzlies,80,Phoenix Suns,82,Box Score,,13093,,Dec 12 2012,PHX,2012-12-12,12-13-2012,2012-13
8735,Sat Jan 19 2013,7:00p,Sacramento Kings,97,Charlotte Bobcats,93,Box Score,,17012,,Jan 19 2013,CHA,2013-01-19,01-20-2013,2012-13
8620,Fri Jan 4 2013,7:00p,Sacramento Kings,105,Toronto Raptors,96,Box Score,,17824,,Jan 4 2013,TOR,2013-01-04,01-05-2013,2012-13
2741,Sun Dec 23 2012,8:00p,Los Angeles Clippers,103,Phoenix Suns,77,Box Score,,14741,,Dec 23 2012,PHX,2012-12-23,12-24-2012,2012-13
9176,Fri Mar 8 2013,10:30p,Toronto Raptors,116,Los Angeles Lakers,118,Box Score,OT,18997,,Mar 8 2013,LAL,2013-03-08,03-09-2013,2012-13
8724,Thu Jan 17 2013,10:30p,Miami Heat,99,Los Angeles Lakers,90,Box Score,,18997,,Jan 17 2013,LAL,2013-01-17,01-18-2013,2012-13
9451,Wed Feb 13 2013,8:00p,Portland Trail Blazers,63,New Orleans Hornets,99,Box Score,,11656,,Feb 13 2013,NOH,2013-02-13,02-14-2013,2012-13
10500,Sun Apr 7 2013,3:30p,Los Angeles Lakers,95,Los Angeles Clippers,109,Box Score,,19768,,Apr 7 2013,LAC,2013-04-07,04-08-2013,2012-13
10580,Wed Apr 17 2013,8:00p,Boston Celtics,90,Toronto Raptors,114,Box Score,,17690,,Apr 17 2013,TOR,2013-04-17,04-18-2013,2012-13
9460,Tue Feb 19 2013,8:00p,Chicago Bulls,96,New Orleans Hornets,87,Box Score,,13612,,Feb 19 2013,NOH,2013-02-19,02-20-2013,2012-13
2684,Sun Dec 16 2012,1:00p,Houston Rockets,96,Toronto Raptors,103,Box Score,,17863,,Dec 16 2012,TOR,2012-12-16,12-17-2012,2012-13
2665,Fri Dec 14 2012,7:00p,Dallas Mavericks,74,Toronto Raptors,95,Box Score,,19132,,Dec 14 2012,TOR,2012-12-14,12-15-2012,2012-13
8667,Wed Jan 9 2013,10:30p,Dallas Mavericks,93,Los Angeles Clippers,99,Box Score,,19362,,Jan 9 2013,LAC,2013-01-09,01-10-2013,2012-13
8710,Tue Jan 15 2013,10:30p,Milwaukee Bucks,88,Los Angeles Lakers,104,Box Score,,18997,,Jan 15 2013,LAL,2013-01-15,01-16-2013,2012-13
2636,Mon Dec 10 2012,7:00p,Golden State Warriors,104,Charlotte Bobcats,96,Box Score,,13169,,Dec 10 2012,CHA,2012-12-10,12-11-2012,2012-13
8681,Fri Jan 11 2013,10:30p,Oklahoma City Thunder,116,Los Angeles Lakers,101,Box Score,,18997,,Jan 11 2013,LAL,2013-01-11,01-12-2013,2012-13
8786,Sat Jan 26 2013,7:30p,Minnesota Timberwolves,101,Charlotte Bobcats,102,Box Score,,15397,,Jan 26 2013,CHA,2013-01-26,01-27-2013,2012-13
2707,Wed Dec 19 2012,7:00p,Detroit Pistons,91,Toronto Raptors,97,Box Score,,17062,,Dec 19 2012,TOR,2012-12-19,12-20-2012,2012-13
9162,Wed Mar 6 2013,10:30p,Milwaukee Bucks,101,Los Angeles Clippers,117,Box Score,,19060,,Mar 6 2013,LAC,2013-03-06,03-07-2013,2012-13
8659,Wed Jan 9 2013,7:00p,Philadelphia 76ers,72,Toronto Raptors,90,Box Score,,15629,,Jan 9 2013,TOR,2013-01-09,01-10-2013,2012-13
9242,Sun Mar 17 2013,9:30p,Sacramento Kings,102,Los Angeles Lakers,113,Box Score,,18997,,Mar 17 2013,LAL,2013-03-17,03-18-2013,2012-13
2719,Fri Dec 21 2012,7:00p,Orlando Magic,90,Toronto Raptors,93,Box Score,,18391,,Dec 21 2012,TOR,2012-12-21,12-22-2012,2012-13
1985,Sat Nov 17 2012,9:00p,Chicago Bulls,80,Los Angeles Clippers,101,Box Score,,19060,,Nov 17 2012,LAC,2012-11-17,11-18-2012,2012-13
9252,Mon Mar 18 2013,10:00p,Los Angeles Lakers,76,Phoenix Suns,99,Box Score,,17102,,Mar 18 2013,PHX,2013-03-18,03-19-2013,2012-13
2634,Sun Dec 9 2012,8:00p,Orlando Magic,98,Phoenix Suns,90,Box Score,,13565,,Dec 9 2012,PHX,2012-12-09,12-10-2012,2012-13
10568,Tue Apr 16 2013,10:30p,Portland Trail Blazers,77,Los Angeles Clippers,93,Box Score,,19183,,Apr 16 2013,LAC,2013-04-16,04-17-2013,2012-13
8749,Mon Jan 21 2013,2:00p,Houston Rockets,100,Charlotte Bobcats,94,Box Score,,16108,,Jan 21 2013,CHA,2013-01-21,01-22-2013,2012-13
1923,Fri Nov 9 2012,8:00p,Charlotte Bobcats,99,New Orleans Hornets,107,Box Score,,12668,,Nov 9 2012,NOH,2012-11-09,11-10-2012,2012-13
9453,Wed Feb 13 2013,10:30p,Houston Rockets,96,Los Angeles Clippers,106,Box Score,,19251,,Feb 13 2013,LAC,2013-02-13,02-14-2013,2012-13
9196,Mon Mar 11 2013,10:00p,Denver Nuggets,108,Phoenix Suns,93,Box Score,,15597,,Mar 11 2013,PHX,2013-03-11,03-12-2013,2012-13
8682,Sat Jan 12 2013,3:30p,Orlando Magic,104,Los Angeles Clippers,101,Box Score,,19060,,Jan 12 2013,LAC,2013-01-12,01-13-2013,2012-13
2786,Sun Dec 30 2012,7:30p,Milwaukee Bucks,94,Detroit Pistons,96,Box Score,,14219,,Dec 30 2012,DET,2012-12-30,12-31-2012,2012-13
10454,Mon Apr 1 2013,7:00p,Detroit Pistons,108,Toronto Raptors,98,Box Score,,17115,,Apr 1 2013,TOR,2013-04-01,04-02-2013,2012-13
8628,Fri Jan 4 2013,9:00p,Utah Jazz,87,Phoenix Suns,80,Box Score,,14874,,Jan 4 2013,PHX,2013-01-04,01-05-2013,2012-13
9362,Sat Feb 2 2013,7:00p,Chicago Bulls,93,Atlanta Hawks,76,Box Score,,17898,,Feb 2 2013,ATL,2013-02-02,02-03-2013,2012-13
10490,Fri Apr 5 2013,10:30p,Memphis Grizzlies,84,Los Angeles Lakers,86,Box Score,,18997,,Apr 5 2013,LAL,2013-04-05,04-06-2013,2012-13
9131,Sun Mar 3 2013,3:30p,Oklahoma City Thunder,108,Los Angeles Clippers,104,Box Score,,19371,,Mar 3 2013,LAC,2013-03-03,03-04-2013,2012-13
9274,Fri Mar 22 2013,7:00p,New York Knicks,99,Toronto Raptors,94,Box Score,,19800,,Mar 22 2013,TOR,2013-03-22,03-23-2013,2012-13
2580,Sat Dec 1 2012,10:30p,Sacramento Kings,81,Los Angeles Clippers,116,Box Score,,19060,,Dec 1 2012,LAC,2012-12-01,12-02-2012,2012-13
9159,Wed Mar 6 2013,9:00p,Toronto Raptors,98,Phoenix Suns,71,Box Score,,13173,,Mar 6 2013,PHX,2013-03-06,03-07-2013,2012-13
9327,Fri Mar 29 2013,7:30p,Toronto Raptors,99,Detroit Pistons,82,Box Score,,19322,,Mar 29 2013,DET,2013-03-29,03-30-2013,2012-13
8807,Tue Jan 29 2013,7:00p,Golden State Warriors,108,Cleveland Cavaliers,95,Box Score,,13939,,Jan 29 2013,CLE,2013-01-29,01-30-2013,2012-13
9424,Sun Feb 10 2013,6:00p,New Orleans Hornets,89,Toronto Raptors,102,Box Score,,17177,,Feb 10 2013,TOR,2013-02-10,02-11-2013,2012-13
9500,Sun Feb 24 2013,6:00p,Sacramento Kings,95,New Orleans Hornets,110,Box Score,,12788,,Feb 24 2013,NOH,2013-02-24,02-25-2013,2012-13
9468,Wed Feb 20 2013,8:00p,Miami Heat,103,Atlanta Hawks,90,Box Score,,18238,,Feb 20 2013,ATL,2013-02-20,02-21-2013,2012-13
8644,Sun Jan 6 2013,9:30p,Denver Nuggets,112,Los Angeles Lakers,105,Box Score,,18997,,Jan 6 2013,LAL,2013-01-06,01-07-2013,2012-13
8614,Wed Jan 2 2013,9:00p,Philadelphia 76ers,89,Phoenix Suns,95,Box Score,,16034,,Jan 2 2013,PHX,2013-01-02,01-03-2013,2012-13
9138,Sun Mar 3 2013,9:30p,Atlanta Hawks,98,Los Angeles Lakers,99,Box Score,,18997,,Mar 3 2013,LAL,2013-03-03,03-04-2013,2012-13
10531,Fri Apr 12 2013,7:00p,Chicago Bulls,88,Toronto Raptors,97,Box Score,,19800,,Apr 12 2013,TOR,2013-04-12,04-13-2013,2012-13
9475,Wed Feb 20 2013,10:30p,Boston Celtics,99,Los Angeles Lakers,113,Box Score,,18997,,Feb 20 2013,LAL,2013-02-20,02-21-2013,2012-13
2607,Thu Dec 6 2012,10:30p,Dallas Mavericks,97,Phoenix Suns,94,Box Score,,17517,,Dec 6 2012,PHX,2012-12-06,12-07-2012,2012-13
8742,Sun Jan 20 2013,1:00p,Los Angeles Lakers,103,Toronto Raptors,108,Box Score,,19800,,Jan 20 2013,TOR,2013-01-20,01-21-2013,2012-13
10468,Wed Apr 3 2013,7:00p,Washington Wizards,78,Toronto Raptors,88,Box Score,,15783,,Apr 3 2013,TOR,2013-04-03,04-04-2013,2012-13
2583,Mon Dec 3 2012,7:00p,Portland Trail Blazers,118,Charlotte Bobcats,112,Box Score,OT,12640,,Dec 3 2012,CHA,2012-12-03,12-04-2012,2012-13
8755,Tue Jan 22 2013,7:00p,Boston Celtics,90,Cleveland Cavaliers,95,Box Score,,14192,,Jan 22 2013,CLE,2013-01-22,01-23-2013,2012-13
9489,Fri Feb 22 2013,10:30p,Portland Trail Blazers,107,Los Angeles Lakers,111,Box Score,,18997,,Feb 22 2013,LAL,2013-02-22,02-23-2013,2012-13
9188,Sun Mar 10 2013,6:00p,Cleveland Cavaliers,96,Toronto Raptors,100,Box Score,,19800,,Mar 10 2013,TOR,2013-03-10,03-11-2013,2012-13
1630,Wed Oct 31 2012,10:30p,Memphis Grizzlies,92,Los Angeles Clippers,101,Box Score,,19060,,Oct 31 2012,LAC,2012-10-31,11-01-2012,2012-13
10581,Wed Apr 17 2013,10:30p,Houston Rockets,95,Los Angeles Lakers,99,Box Score,OT,18997,,Apr 17 2013,LAL,2013-04-17,04-18-2013,2012-13
8775,Fri Jan 25 2013,7:30p,Milwaukee Bucks,108,Cleveland Cavaliers,113,Box Score,,15098,,Jan 25 2013,CLE,2013-01-25,01-26-2013,2012-13
2071,Fri Nov 30 2012,7:00p,Philadelphia 76ers,104,Charlotte Bobcats,98,Box Score,,13202,,Nov 30 2012,CHA,2012-11-30,12-01-2012,2012-13
2775,Sat Dec 29 2012,7:00p,New Orleans Hornets,98,Charlotte Bobcats,95,Box Score,,18110,,Dec 29 2012,CHA,2012-12-29,12-30-2012,2012-13
10612,Sun Apr 28 2013,10:00p,San Antonio Spurs,103,Los Angeles Lakers,82,Box Score,,18997,,Apr 28 2013,LAL,2013-04-28,04-29-2013,2012-13
9485,Fri Feb 22 2013,8:00p,Dallas Mavericks,104,New Orleans Hornets,100,Box Score,,16538,,Feb 22 2013,NOH,2013-02-22,02-23-2013,2012-13
9115,Fri Mar 1 2013,7:00p,Indiana Pacers,93,Toronto Raptors,81,Box Score,,18268,,Mar 1 2013,TOR,2013-03-01,03-02-2013,2012-13
9506,Mon Feb 25 2013,7:00p,Washington Wizards,90,Toronto Raptors,84,Box Score,,16705,,Feb 25 2013,TOR,2013-02-25,02-26-2013,2012-13
8671,Fri Jan 11 2013,7:00p,Charlotte Bobcats,78,Toronto Raptors,99,Box Score,,14373,,Jan 11 2013,TOR,2013-01-11,01-12-2013,2012-13
8784,Sat Jan 26 2013,7:00p,Cleveland Cavaliers,99,Toronto Raptors,98,Box Score,,18820,,Jan 26 2013,TOR,2013-01-26,01-27-2013,2012-13
2062,Wed Nov 28 2012,7:30p,Phoenix Suns,77,Detroit Pistons,117,Box Score,,10517,,Nov 28 2012,DET,2012-11-28,11-29-2012,2012-13
2748,Wed Dec 26 2012,7:00p,Miami Heat,105,Charlotte Bobcats,92,Box Score,,19602,,Dec 26 2012,CHA,2012-12-26,12-27-2012,2012-13
10517,Tue Apr 9 2013,10:30p,New Orleans Hornets,96,Los Angeles Lakers,104,Box Score,,18997,,Apr 9 2013,LAL,2013-04-09,04-10-2013,2012-13
8780,Fri Jan 25 2013,8:00p,Houston Rockets,100,New Orleans Hornets,82,Box Score,,15302,,Jan 25 2013,NOH,2013-01-25,01-26-2013,2012-13
8723,Thu Jan 17 2013,9:00p,Milwaukee Bucks,98,Phoenix Suns,94,Box Score,,15963,,Jan 17 2013,PHX,2013-01-17,01-18-2013,2012-13
1930,Sat Nov 10 2012,7:00p,Philadelphia 76ers,93,Toronto Raptors,83,Box Score,,19800,,Nov 10 2012,TOR,2012-11-10,11-11-2012,2012-13
2023,Fri Nov 23 2012,7:30p,Toronto Raptors,90,Detroit Pistons,91,Box Score,,12778,,Nov 23 2012,DET,2012-11-23,11-24-2012,2012-13
1974,Fri Nov 16 2012,8:00p,Oklahoma City Thunder,110,New Orleans Hornets,95,Box Score,,15458,,Nov 16 2012,NOH,2012-11-16,11-17-2012,2012-13
9185,Sun Mar 10 2013,3:30p,Chicago Bulls,81,Los Angeles Lakers,90,Box Score,,18997,,Mar 10 2013,LAL,2013-03-10,03-11-2013,2012-13
9123,Fri Mar 1 2013,9:00p,Atlanta Hawks,87,Phoenix Suns,92,Box Score,,15269,,Mar 1 2013,PHX,2013-03-01,03-02-2013,2012-13
9278,Fri Mar 22 2013,8:00p,Memphis Grizzlies,83,New Orleans Hornets,90,Box Score,,16494,,Mar 22 2013,NOH,2013-03-22,03-23-2013,2012-13
9345,Sun Mar 31 2013,6:00p,Cleveland Cavaliers,92,New Orleans Hornets,112,Box Score,,11008,,Mar 31 2013,NOH,2013-03-31,04-01-2013,2012-13
8658,Wed Jan 9 2013,7:00p,Atlanta Hawks,83,Cleveland Cavaliers,99,Box Score,,13149,,Jan 9 2013,CLE,2013-01-09,01-10-2013,2012-13
9331,Fri Mar 29 2013,8:00p,Miami Heat,108,New Orleans Hornets,89,Box Score,,18647,,Mar 29 2013,NOH,2013-03-29,03-30-2013,2012-13
1966,Wed Nov 14 2012,10:30p,Miami Heat,100,Los Angeles Clippers,107,Box Score,,19146,,Nov 14 2012,LAC,2012-11-14,11-15-2012,2012-13
9442,Wed Feb 13 2013,7:00p,San Antonio Spurs,96,Cleveland Cavaliers,95,Box Score,,12162,,Feb 13 2013,CLE,2013-02-13,02-14-2013,2012-13
8794,Sun Jan 27 2013,3:30p,Oklahoma City Thunder,96,Los Angeles Lakers,105,Box Score,,18997,,Jan 27 2013,LAL,2013-01-27,01-28-2013,2012-13
9308,Wed Mar 27 2013,7:00p,Boston Celtics,93,Cleveland Cavaliers,92,Box Score,,17130,,Mar 27 2013,CLE,2013-03-27,03-28-2013,2012-13
2052,Mon Nov 26 2012,10:30p,New Orleans Hornets,105,Los Angeles Clippers,98,Box Score,,19060,,Nov 26 2012,LAC,2012-11-26,11-27-2012,2012-13
9192,Sun Mar 10 2013,9:30p,Detroit Pistons,97,Los Angeles Clippers,129,Box Score,,19344,,Mar 10 2013,LAC,2013-03-10,03-11-2013,2012-13
9168,Fri Mar 8 2013,7:30p,Memphis Grizzlies,103,Cleveland Cavaliers,92,Box Score,,17032,,Mar 8 2013,CLE,2013-03-08,03-09-2013,2012-13
10551,Sun Apr 14 2013,3:30p,Brooklyn Nets,87,Toronto Raptors,93,Box Score,,17617,,Apr 14 2013,TOR,2013-04-14,04-15-2013,2012-13
10527,Wed Apr 10 2013,10:30p,Minnesota Timberwolves,95,Los Angeles Clippers,111,Box Score,,19060,,Apr 10 2013,LAC,2013-04-10,04-11-2013,2012-13
1625,Wed Oct 31 2012,7:30p,Houston Rockets,105,Detroit Pistons,96,Box Score,,16646,,Oct 31 2012,DET,2012-10-31,11-01-2012,2012-13
2066,Wed Nov 28 2012,8:00p,Utah Jazz,96,New Orleans Hornets,84,Box Score,,10693,,Nov 28 2012,NOH,2012-11-28,11-29-2012,2012-13
8643,Sun Jan 6 2013,8:00p,Memphis Grizzlies,92,Phoenix Suns,81,Box Score,,13197,,Jan 6 2013,PHX,2013-01-06,01-07-2013,2012-13
9469,Wed Feb 20 2013,8:00p,New Orleans Hornets,100,Cleveland Cavaliers,105,Box Score,,16103,,Feb 20 2013,CLE,2013-02-20,02-21-2013,2012-13
2788,Sun Dec 30 2012,9:30p,Utah Jazz,96,Los Angeles Clippers,107,Box Score,,19111,,Dec 30 2012,LAC,2012-12-30,12-31-2012,2012-13
2672,Fri Dec 14 2012,9:00p,Utah Jazz,84,Phoenix Suns,99,Box Score,,14182,,Dec 14 2012,PHX,2012-12-14,12-15-2012,2012-13
8721,Thu Jan 17 2013,3:00p,New York Knicks,102,Detroit Pistons,87,Box Score,,18689,at London England,Jan 17 2013,DET,2013-01-17,01-18-2013,2012-13
2761,Thu Dec 27 2012,10:30p,Boston Celtics,77,Los Angeles Clippers,106,Box Score,,19552,,Dec 27 2012,LAC,2012-12-27,12-28-2012,2012-13
10464,Tue Apr 2 2013,10:30p,Dallas Mavericks,81,Los Angeles Lakers,101,Box Score,,18997,,Apr 2 2013,LAL,2013-04-02,04-03-2013,2012-13
9190,Sun Mar 10 2013,7:00p,Portland Trail Blazers,96,New Orleans Hornets,98,Box Score,,15036,,Mar 10 2013,NOH,2013-03-10,03-11-2013,2012-13
9265,Wed Mar 20 2013,8:00p,Boston Celtics,86,New Orleans Hornets,87,Box Score,,14740,,Mar 20 2013,NOH,2013-03-20,03-21-2013,2012-13
8619,Fri Jan 4 2013,7:00p,Cleveland Cavaliers,106,Charlotte Bobcats,104,Box Score,,15576,,Jan 4 2013,CHA,2013-01-04,01-05-2013,2012-13
2595,Wed Dec 5 2012,7:00p,New York Knicks,100,Charlotte Bobcats,98,Box Score,,18097,,Dec 5 2012,CHA,2012-12-05,12-06-2012,2012-13
9251,Mon Mar 18 2013,8:00p,Golden State Warriors,93,New Orleans Hornets,72,Box Score,,11844,,Mar 18 2013,NOH,2013-03-18,03-19-2013,2012-13
10538,Fri Apr 12 2013,8:00p,Los Angeles Clippers,96,New Orleans Hornets,93,Box Score,,15206,,Apr 12 2013,NOH,2013-04-12,04-13-2013,2012-13
2068,Wed Nov 28 2012,10:30p,Minnesota Timberwolves,95,Los Angeles Clippers,101,Box Score,,19060,,Nov 28 2012,LAC,2012-11-28,11-29-2012,2012-13
2693,Mon Dec 17 2012,9:00p,Sacramento Kings,90,Phoenix Suns,101,Box Score,,13068,,Dec 17 2012,PHX,2012-12-17,12-18-2012,2012-13
2621,Sat Dec 8 2012,7:00p,San Antonio Spurs,132,Charlotte Bobcats,102,Box Score,,17321,,Dec 8 2012,CHA,2012-12-08,12-09-2012,2012-13
2649,Wed Dec 12 2012,7:00p,Brooklyn Nets,94,Toronto Raptors,88,Box Score,,18847,,Dec 12 2012,TOR,2012-12-12,12-13-2012,2012-13
8604,Tue Jan 1 2013,10:30p,Philadelphia 76ers,103,Los Angeles Lakers,99,Box Score,,18997,,Jan 1 2013,LAL,2013-01-01,01-02-2013,2012-13
9220,Fri Mar 15 2013,7:00p,Charlotte Bobcats,78,Toronto Raptors,92,Box Score,,17514,,Mar 15 2013,TOR,2013-03-15,03-16-2013,2012-13
9282,Fri Mar 22 2013,10:30p,Washington Wizards,103,Los Angeles Lakers,100,Box Score,,18997,,Mar 22 2013,LAL,2013-03-22,03-23-2013,2012-13
8810,Tue Jan 29 2013,10:30p,New Orleans Hornets,106,Los Angeles Lakers,111,Box Score,,18997,,Jan 29 2013,LAL,2013-01-29,01-30-2013,2012-13
10618,Tue Apr 30 2013,1:30a,Memphis Grizzlies,103,Los Angeles Clippers,93,Box Score,,19384,,Apr 30 2013,LAC,2013-04-30,05-01-2013,2012-13
2003,Tue Nov 20 2012,8:00p,New York Knicks,102,New Orleans Hornets,80,Box Score,,13705,,Nov 20 2012,NOH,2012-11-20,11-21-2012,2012-13
10553,Sun Apr 14 2013,6:00p,Dallas Mavericks,107,New Orleans Hornets,89,Box Score,,17246,,Apr 14 2013,NOH,2013-04-14,04-15-2013,2012-13
9326,Fri Mar 29 2013,7:30p,Philadelphia 76ers,97,Cleveland Cavaliers,87,Box Score,,17324,,Mar 29 2013,CLE,2013-03-29,03-30-2013,2012-13
8782,Fri Jan 25 2013,10:30p,Utah Jazz,84,Los Angeles Lakers,102,Box Score,,18997,,Jan 25 2013,LAL,2013-01-25,01-26-2013,2012-13
9372,Sun Feb 3 2013,1:00p,Los Angeles Lakers,98,Detroit Pistons,97,Box Score,,18157,,Feb 3 2013,DET,2013-02-03,02-04-2013,2012-13
8696,Sun Jan 13 2013,9:30p,Cleveland Cavaliers,93,Los Angeles Lakers,113,Box Score,,18997,,Jan 13 2013,LAL,2013-01-13,01-14-2013,2012-13
8705,Tue Jan 15 2013,7:00p,Indiana Pacers,103,Charlotte Bobcats,76,Box Score,,12996,,Jan 15 2013,CHA,2013-01-15,01-16-2013,2012-13
10555,Sun Apr 14 2013,9:30p,San Antonio Spurs,86,Los Angeles Lakers,91,Box Score,,18997,,Apr 14 2013,LAL,2013-04-14,04-15-2013,2012-13
9236,Sun Mar 17 2013,1:00p,Miami Heat,108,Toronto Raptors,91,Box Score,,18564,,Mar 17 2013,TOR,2013-03-17,03-18-2013,2012-13
9514,Tue Feb 26 2013,8:00p,Brooklyn Nets,101,New Orleans Hornets,97,Box Score,,12651,,Feb 26 2013,NOH,2013-02-26,02-27-2013,2012-13
9395,Wed Feb 6 2013,8:00p,Phoenix Suns,84,New Orleans Hornets,93,Box Score,,12148,,Feb 6 2013,NOH,2013-02-06,02-07-2013,2012-13
