,TEAM,AWAY,GAMEDAY_FMT,SEASON_FMT,AWAYSCORE,HOMESCORE,HOMEWIN,HOME_OFFRTG,AWAY_OFFRTG,HOME_DEFRTG,AWAY_DEFRTG
9257,NOP,SAS,2015-04-15,2014,103,108,1,5.9319727891156475,4.752112676056338,7.482993197278912,4.08169014084507
9258,ATL,WAS,2015-05-13,2014,81,82,1,2.316031331592689,7.02796875,2.681201044386423,6.10359375
9259,NOP,PHX,2015-04-10,2014,75,90,1,2.5454545454545454,2.4145390070921984,3.786363636363636,2.043971631205674
9260,NOP,NYK,2014-12-09,2014,93,104,1,14.273684210526314,20.71546391752577,15.928421052631581,14.598969072164946
9261,ORL,CHA,2015-01-03,2014,98,90,0,7.947738693467338,11.416751269035533,6.319597989949747,8.629441624365482
9262,OKC,SAS,2015-04-07,2014,113,88,0,7.071295336787566,3.7090206185567007,5.573005181347151,5.566546391752577
9263,NOP,UTA,2014-12-16,2014,111,119,1,6.321827411167513,9.757894736842106,7.4238578680203045,11.766315789473687
9264,LAC,POR,2015-03-04,2014,98,93,0,13.873251028806587,8.563223140495868,15.002469135802468,8.942561983471075
9265,PHI,PHX,2014-11-21,2014,122,96,0,28.59375,18.55670103092784,35.41666666666667,12.371134020618555
9266,NOP,SAS,2014-12-26,2014,90,97,1,8.989690721649485,7.029166666666668,11.340206185567007,6.0375000000000005
9267,PHI,BOS,2014-11-19,2014,101,90,0,6.2575129533678755,10.960526315789476,6.493264248704664,7.802105263157895
9268,PHI,NYK,2015-03-20,2014,81,97,1,4.1678200692041525,4.743859649122808,5.439100346020762,4.56140350877193
9269,ORL,PHI,2014-12-21,2014,96,88,0,7.881773399014778,7.253883495145633,5.493596059113301,6.9980582524271835
9270,WAS,TOR,2015-04-26,2014,94,125,1,2.313548387096774,6.984664536741214,5.482258064516129,4.345047923322683
9271,ORL,BOS,2015-03-08,2014,98,103,1,6.1412499999999985,4.509893617021278,5.3125,3.8045744680851055
9272,CHA,WAS,2015-02-05,2014,87,94,1,8.15909090909091,8.268877551020408,7.575757575757576,11.080102040816326
9273,TOR,ATL,2014-10-29,2014,102,109,1,8.659090909090908,9.488775510204082,7.575757575757576,9.792346938775509
9274,NOP,CLE,2014-12-12,2014,114,119,1,18.4884375,6.428571428571428,9.6646875,4.32
9275,NOP,OKC,2014-12-02,2014,104,112,1,10.419444444444446,4.137931034482759,5.095138888888889,5.806896551724138
9276,ATL,DAL,2015-02-25,2014,87,104,1,11.497040816326532,14.37958762886598,14.804081632653062,15.678556701030926
9277,PHI,CLE,2015-01-05,2014,92,95,1,8.834926829268293,6.866600985221674,8.368682926829269,7.568866995073892
9278,CHA,NYK,2015-01-24,2014,71,76,1,4.428122866894198,5.569828767123287,5.853686006825939,4.317534246575343
9279,NOP,PHI,2015-01-26,2014,74,99,1,17.530105263157893,13.418350515463915,10.913684210526316,16.457938144329898
9280,TOR,WAS,2015-02-11,2014,93,95,1,5.075083056478405,5.535570469798658,3.807308970099668,5.546308724832215
9281,NOP,SAC,2014-11-25,2014,99,89,0,3.4921465968586385,13.468229166666665,7.439790575916231,6.867708333333334
9282,ATL,OKC,2015-01-23,2014,93,103,1,13.989896907216494,8.930412371134024,13.950927835051546,10.645051546391752
9283,GSW,SAS,2015-02-20,2014,99,110,1,6.387543252595156,4.225352112676056,6.740484429065745,3.211267605633803
9284,NOP,LAL,2015-01-21,2014,80,96,1,6.412217573221757,7.38529411764706,6.418995815899582,7.9411764705882355
9285,OKC,NOP,2014-12-21,2014,101,99,0,13.142758620689655,3.95,10.25862068965517,7.9875
9286,ORL,BOS,2014-12-23,2014,95,100,1,9.308842105263158,6.837580645161291,8.052631578947368,5.768225806451612
9287,OKC,NYK,2014-11-28,2014,78,105,1,27.757446808510643,11.458762886597938,25.58085106382979,10.308247422680413
9288,DET,MIL,2014-11-28,2014,104,88,0,6.229757785467128,5.536551724137932,5.677508650519031,8.888275862068964
9289,DET,LAL,2014-12-02,2014,106,96,0,9.416842105263155,9.72,17.67978947368421,11.92595744680851
9290,PHI,SAC,2015-03-13,2014,107,114,1,15.789473684210524,16.016494845360825,14.810526315789472,15.554639175257734
9291,PHI,NYK,2015-01-21,2014,98,91,0,6.306282722513089,7.0785340314136125,8.229842931937172,6.806282722513089
9292,PHI,DET,2015-03-18,2014,83,94,1,6.99020979020979,2.668858131487889,5.266433566433566,3.2698961937716264
9293,NOP,GSW,2014-12-14,2014,128,122,0,8.307692307692307,17.46382978723404,5.607692307692308,21.370212765957447
9294,PHI,ATL,2015-03-07,2014,84,92,1,3.3811475409836067,4.94,4.661475409836067,3.98125
9295,OKC,TOR,2015-03-08,2014,104,108,1,16.188857142857145,11.348333333333333,16.145142857142858,7.425
9296,HOU,MIA,2015-01-03,2014,79,115,1,40.360824742268036,12.385714285714286,30.927835051546392,21.428571428571427
9297,WAS,DEN,2014-12-05,2014,89,119,1,17.70031914893617,9.745979381443297,12.58851063829787,12.954432989690723
9298,UTA,HOU,2015-03-12,2014,91,109,1,3.444545454545455,6.140826446280992,3.6613636363636366,4.760330578512396
9299,CHI,TOR,2015-03-20,2014,92,108,1,4.7971875,3.2264846416382253,4.6484375,3.5139931740614334
9300,GSW,MEM,2015-05-05,2014,97,90,0,9.981931034482756,5.777027027027026,11.11096551724138,6.499155405405406
9301,CHI,CHA,2015-03-23,2014,86,98,1,4.40677966101695,6.194539249146758,2.6837288135593216,8.447098976109215
9302,GSW,BKN,2014-11-13,2014,99,107,1,29.795744680851058,7.049999999999999,21.191489361702125,8.891666666666666
9303,CHA,ATL,2015-03-28,2014,100,115,1,4.280254777070064,5.554285714285713,5.885350318471337,6.72
9304,CHA,SAC,2015-03-11,2014,113,106,0,12.380510204081636,8.0025,12.822244897959184,6.097499999999998
9305,CHI,PHI,2015-04-11,2014,107,114,1,8.52642487046632,9.813297872340424,8.235751295336788,8.620744680851063
9306,IND,POR,2014-12-13,2014,95,85,0,34.565656565656575,27.72277227722773,24.95757575757576,31.021782178217826
9307,IND,DET,2015-02-04,2014,109,114,1,7.161081081081082,3.876164383561644,8.293986486486485,4.253424657534247
9308,NYK,BOS,2015-03-27,2014,96,92,0,2.952777777777777,1.9097222222222223,2.952777777777777,4.3656250000000005
9309,IND,LAL,2014-12-15,2014,91,110,1,22.03125,9.2375,14.41875,13.5375
9310,HOU,DET,2015-03-06,2014,93,103,1,37.63958333333333,14.091578947368422,34.67916666666667,11.578947368421053
9311,IND,ORL,2014-11-28,2014,83,98,1,7.475595854922281,2.57625,5.358963730569948,4.978125
9312,NYK,LAC,2015-03-25,2014,111,80,0,9.032291666666666,9.212121212121213,12.092708333333333,10.181818181818182
9313,IND,PHI,2014-10-29,2014,91,103,1,17.072876712328767,4.7575,11.894794520547945,7.975000000000001
9314,IND,LAC,2014-12-10,2014,103,96,0,11.340206185567009,15.258947368421055,11.850515463917525,14.08421052631579
9315,GSW,LAL,2015-03-16,2014,105,108,1,7.179157894736843,2.8027681660899653,4.638315789473684,3.923875432525952
9316,IND,PHX,2014-11-22,2014,106,83,0,22.8,12.94639175257732,17.544680851063827,13.437113402061856
9317,HOU,GSW,2015-05-23,2014,115,80,0,6.0918584070796475,3.0418934911242603,4.415575221238939,5.086863905325443
9318,NYK,MEM,2015-03-23,2014,103,82,0,6.759574468085106,17.559574468085106,11.824468085106385,18.134042553191488
9319,GSW,NOP,2015-03-20,2014,96,112,1,8.64113924050633,3.9566390041493777,5.3031645569620265,6.723858921161826
9320,CHI,OKC,2015-03-05,2014,105,108,1,19.293750000000006,13.787234042553193,21.43125,12.255319148936168
9321,ORL,WAS,2014-10-30,2014,105,98,0,5.025125628140704,16.685929648241206,7.1809045226130666,14.572864321608037
9322,IND,CLE,2015-02-06,2014,99,103,1,5.520157068062828,4.862827225130889,6.608638743455497,5.930104712041885
9323,ATL,UTA,2014-11-12,2014,97,100,1,14.822164948453608,7.680315789473684,11.593298969072164,11.911263157894735
9324,ORL,LAL,2015-02-06,2014,97,103,1,24.371134020618552,21.878350515463918,24.927835051546392,19.948453608247426
9325,UTA,NOP,2014-11-22,2014,106,94,0,5.810526315789473,4.838071065989848,5.810526315789473,3.8055837563451775
9326,ATL,LAC,2014-12-23,2014,104,107,1,17.819999999999997,14.85,16.935,16.271808510638298
9327,CHI,CHA,2015-02-25,2014,98,86,0,6.598984771573606,9.213197969543149,4.018781725888325,12.563451776649744
9328,GSW,CHA,2014-11-15,2014,87,112,1,12.741237113402061,14.206315789473686,16.491752577319588,11.583157894736841
9329,IND,MEM,2014-10-31,2014,97,89,0,20.0475,16.938000000000002,13.719375,20.646
9330,ORL,CHI,2015-02-08,2014,98,97,0,32.797368421052624,15.316455696202533,26.110526315789475,13.227848101265822
9331,GSW,MIL,2015-03-04,2014,93,102,1,17.716666666666665,7.7510416666666675,15.633333333333333,6.839583333333334
9332,ORL,NOP,2015-02-20,2014,84,95,1,13.125,14.093465346534655,14.056875,14.093465346534655
9333,IND,DAL,2015-03-29,2014,99,104,1,21.157894736842106,7.813684210526318,21.34210526315789,11.05684210526316
9334,UTA,ORL,2014-12-05,2014,98,93,0,25.916494845360823,25.773195876288657,21.601030927835044,25.773195876288657
9335,CHI,IND,2014-11-15,2014,99,90,0,7.181151832460732,7.170984455958549,4.5675392670157065,9.813471502590671
9336,ORL,MIA,2015-02-25,2014,93,90,0,4.223414634146343,7.214999999999999,6.848780487804879,2.705106382978724
9337,ORL,PHI,2015-02-22,2014,98,103,1,5.387205387205386,4.948013245033113,3.754882154882155,4.773509933774834
9338,HOU,SAS,2014-11-06,2014,81,98,1,17.109473684210524,3.100523560209424,14.736842105263154,2.8806282722513084
9339,ORL,NYK,2015-02-11,2014,83,89,1,15.582467532467533,19.072368421052637,16.335064935064935,16.763157894736842
9340,CHI,IND,2015-03-18,2014,86,103,1,4.812631578947368,4.756013745704468,3.0610526315789475,6.508591065292097
9341,IND,ATL,2014-12-08,2014,108,92,0,16.40833333333333,5.618461538461538,11.20625,8.72
9342,HOU,MEM,2015-03-04,2014,102,100,0,4.675993150684932,4.296724137931035,3.686301369863014,4.655172413793104
9343,UTA,CHI,2014-11-24,2014,97,95,0,16.663366336633665,14.4,14.663762376237626,16.3872
9344,NYK,CHA,2014-11-02,2014,93,96,1,8.463541666666668,6.315228426395938,4.291666666666667,11.000507614213197
9345,GSW,LAC,2014-11-05,2014,104,121,1,10.781250000000002,8.55,10.554843750000002,9.225
9346,GSW,HOU,2015-05-19,2014,106,110,1,9.078947368421053,2.6858407079646023,7.63157894736842,4.424778761061948
9347,WAS,ATL,2015-04-12,2014,99,108,1,4.9150684931506845,5.718213058419244,7.632876712328768,4.123367697594501
9348,GSW,MEM,2015-05-13,2014,78,98,1,9.981931034482756,5.777027027027026,11.11096551724138,6.499155405405406
9349,OKC,IND,2015-02-24,2014,92,105,1,17.819999999999997,13.266947368421054,13.545,19.815157894736842
9350,GSW,SAC,2014-12-22,2014,108,128,1,10.043617021276598,4.458461538461538,7.707446808510639,7.799076923076923
9351,CHA,BKN,2015-03-25,2014,91,88,0,10.234228187919463,6.175084175084175,7.540604026845638,7.885521885521885
9352,NYK,BOS,2015-02-03,2014,108,97,0,4.47578947368421,2.864583333333333,4.47578947368421,6.5484375
9353,CHI,UTA,2015-01-07,2014,97,77,0,18.72,9.302970297029702,12.4848,15.344554455445545
9354,HOU,POR,2014-12-22,2014,95,110,1,10.59289340101523,13.261224489795921,8.473096446700508,14.143367346938774
9355,IND,BOS,2015-03-14,2014,93,89,0,6.109569536423841,3.1896610169491537,4.744966887417219,4.713559322033898
9356,UTA,SAC,2015-02-07,2014,90,102,1,17.293333333333333,8.674324324324324,13.333333333333336,9.856756756756758
9357,ATL,CHA,2014-11-29,2014,75,105,1,4.689045226130653,9.421071428571429,6.718793969849245,9.228214285714284
9358,GSW,WAS,2015-03-23,2014,76,107,1,12.975,10.713684210526317,18.975,5.8063157894736825
9359,IND,DET,2015-01-16,2014,98,96,0,10.705454545454543,5.716363636363638,12.399090909090907,6.2727272727272725
9360,HOU,UTA,2015-04-15,2014,91,117,1,8.793388429752067,6.2825000000000015,7.069421487603306,7.933333333333334
9361,ATL,DET,2014-11-21,2014,89,99,1,10.585714285714284,11.497382198952879,10.826984126984126,12.0
9362,CHA,ORL,2014-11-21,2014,105,100,0,3.9613705583756347,9.26005025125628,3.801015228426396,8.034874371859297
9363,OKC,DET,2014-11-14,2014,96,89,0,10.864583333333336,29.87578947368421,9.166666666666668,26.22
9364,NYK,GSW,2015-02-07,2014,106,92,0,11.509803921568627,16.6625,11.029411764705882,13.3875
9365,CHA,CLE,2015-01-02,2014,91,87,0,11.787755102040816,8.040201005025125,10.71173469387755,9.760804020100505
9366,GSW,MIA,2015-01-14,2014,89,104,1,14.583333333333336,14.941666666666665,15.108333333333334,11.939583333333333
9367,NYK,CHA,2015-01-10,2014,110,82,0,5.6034482758620685,4.275257731958763,2.8413793103448284,7.4470790378006875
9368,IND,ORL,2015-03-10,2014,86,118,1,5.062421052631579,1.7056551724137932,3.6290526315789466,3.2958620689655174
9369,NYK,MIN,2015-03-19,2014,95,92,0,11.579381443298972,23.383723404255317,15.306494845360827,15.42159574468085
9370,ATL,CLE,2015-03-06,2014,97,106,1,6.053048780487805,2.2373493975903616,4.543902439024389,4.301204819277109
9371,HOU,BKN,2015-02-27,2014,98,102,1,13.488510638297873,18.420652173913048,6.997021276595744,15.585652173913045
9372,UTA,SAS,2015-02-23,2014,81,90,1,4.828235294117646,1.6733101045296168,4.3607958477508655,2.039581881533101
9373,NYK,WAS,2014-11-04,2014,98,83,0,12.272727272727273,5.466575342465752,7.502727272727273,8.35890410958904
9374,GSW,TOR,2015-01-02,2014,105,126,1,15.6928125,14.075816326530616,21.624375,8.357142857142858
9375,GSW,MIN,2014-12-27,2014,97,110,1,7.8671328671328675,24.570000000000004,11.98951048951049,26.556428571428572
9376,HOU,LAC,2015-05-06,2014,109,115,1,2.381679389312977,3.962849604221636,3.453435114503817,2.9555145118733512
9377,NYK,CHI,2014-10-29,2014,104,80,0,3.2483505154639176,9.113560209424085,2.7013917525773197,10.399947643979058
9378,HOU,NOP,2015-04-12,2014,114,121,1,9.685,3.991945392491467,8.905,3.980887372013652
9379,WAS,PHI,2015-04-01,2014,93,106,1,4.7756013745704475,2.613148788927336,4.945360824742268,2.914878892733564
9380,IND,GSW,2015-02-22,2014,98,104,1,30.01263157894737,12.888659793814433,23.67473684210526,15.4
9381,CHA,CHI,2015-03-13,2014,91,101,1,3.752559726962457,5.461433447098976,5.462457337883959,4.607508532423208
9382,WAS,NYK,2015-04-03,2014,87,101,1,9.012644628099173,5.2263485477178415,7.809917355371902,6.906846473029046
9383,ATL,MIA,2014-11-14,2014,103,114,1,6.0375000000000005,4.848979591836736,6.511458333333334,5.614285714285715
9384,HOU,WAS,2014-12-29,2014,104,103,0,30.51789473684211,19.665957446808516,31.04842105263159,26.52127659574468
9385,CHI,PHX,2015-02-21,2014,107,112,1,12.28125,10.248387096774193,17.9375,6.048387096774192
9386,CHA,LAC,2014-11-24,2014,113,92,0,20.217391304347824,18.085106382978726,20.195652173913047,18.60957446808511
9387,CHI,WAS,2015-03-03,2014,92,97,1,7.415126050420167,8.574683544303799,6.722689075630252,7.351898734177215
9388,OKC,DEN,2015-02-22,2014,94,119,1,4.378947368421053,5.644599303135887,4.5347368421052625,7.526132404181183
9389,IND,WAS,2014-11-08,2014,97,90,0,14.8112676056338,6.227027027027027,9.977464788732394,10.475675675675676
9390,HOU,CHA,2014-12-31,2014,83,102,1,7.085876288659793,10.657894736842106,10.034536082474228,11.843052631578946
9391,NYK,HOU,2015-01-08,2014,120,96,0,21.887234042553192,12.699375,13.890638297872341,10.2375
9392,UTA,LAC,2015-01-28,2014,94,89,0,11.841908713692947,12.635714285714286,9.611203319502074,13.79327731092437
9393,NYK,DEN,2014-11-16,2014,93,109,1,15.05684210526316,16.70103092783505,10.686315789473683,23.072164948453608
9394,NYK,CLE,2015-02-22,2014,101,83,0,7.018947368421053,4.181184668989547,4.2105263157894735,5.816027874564461
9395,UTA,GSW,2015-01-30,2014,100,110,1,3.2613240418118465,4.9233802816901395,5.218118466898956,4.624225352112677
9396,HOU,DAL,2014-11-22,2014,92,95,1,9.45,7.144329896907218,9.221210526315788,3.4037628865979386
9397,CHA,SAS,2015-01-14,2014,98,93,0,20.833333333333336,15.580645161290322,20.833333333333336,18.354838709677423
9398,CHA,MEM,2014-11-01,2014,71,69,0,18.045918367346943,9.704040404040406,12.6734693877551,14.772727272727273
9399,UTA,OKC,2014-11-18,2014,81,98,1,16.786458333333332,6.584126984126984,14.185416666666665,4.641269841269841
9400,CHA,MIA,2015-01-21,2014,76,78,1,3.3788395904436865,4.256756756756757,2.8956655290102398,4.099256756756757
9401,HOU,PHI,2014-11-14,2014,87,88,1,18.15918367346939,10.360204081632652,12.69795918367347,15.10816326530612
9402,ORL,MIL,2014-11-14,2014,85,101,1,9.063692307692307,8.61323076923077,7.360615384615384,6.228923076923077
9403,UTA,BKN,2015-01-24,2014,73,108,1,22.84375,17.3875,22.684375,14.0625
9404,GSW,DAL,2015-03-06,2014,89,104,1,5.965187713310581,3.5986254295532647,5.2648464163822535,3.265979381443299
9405,HOU,DEN,2015-03-19,2014,108,118,1,6.546774193548387,4.693117408906883,7.258064516129032,3.1821862348178143
9406,CHA,TOR,2015-04-08,2014,92,74,0,7.1,6.767782258064517,7.1,7.711693548387097
9407,GSW,HOU,2014-12-10,2014,93,105,1,20.700000000000006,6.1938775510204085,17.400000000000002,10.20408163265306
9408,ORL,MIA,2014-11-22,2014,99,92,0,6.413333333333332,10.59703125,10.4,3.973125
9409,HOU,CHI,2015-02-04,2014,90,101,1,30.992553191489364,13.930851063829786,27.706595744680854,16.214361702127665
9410,NYK,MIA,2015-02-20,2014,111,87,0,5.976760563380282,6.920415224913494,7.060563380281692,7.785467128027682
9411,UTA,MIL,2015-02-28,2014,75,82,1,14.699999999999998,14.103061224489794,16.357894736842102,16.8265306122449
9412,NYK,NOP,2015-01-19,2014,92,99,1,10.047525773195877,8.586947368421052,11.060721649484536,6.245052631578948
9413,HOU,LAL,2014-11-19,2014,98,92,0,8.628272251308902,4.896373056994818,8.12565445026178,5.330051813471503
9414,ORL,GSW,2014-11-26,2014,111,96,0,6.931894736842105,22.529690721649484,14.776105263157895,14.297010309278347
9415,HOU,ORL,2015-03-17,2014,94,107,1,24.3984375,12.066494845360825,20.625,16.798453608247424
9416,ORL,LAC,2014-11-19,2014,114,90,0,10.755463917525773,26.45431578947369,13.418350515463915,20.074736842105263
9417,UTA,SAS,2014-12-09,2014,96,100,1,7.229844559585491,2.4882901554404153,6.529896373056995,3.032953367875648
9418,HOU,GSW,2015-05-25,2014,115,128,1,6.0918584070796475,3.0418934911242603,4.415575221238939,5.086863905325443
9419,HOU,BOS,2014-11-01,2014,90,104,1,19.041428571428572,4.544526315789474,6.891428571428572,13.32663157894737
9420,GSW,ATL,2015-03-18,2014,95,114,1,7.218556701030928,13.127272727272727,10.911340206185567,13.575757575757574
9421,UTA,LAL,2015-02-25,2014,100,97,0,8.37482269503546,5.734707903780068,9.749290780141843,6.7690721649484535
9422,GSW,LAL,2014-11-01,2014,104,127,1,10.941497326203208,4.153846153846153,7.0690909090909075,5.815384615384616
9423,GSW,ORL,2014-12-02,2014,97,98,1,21.136082474226807,12.110526315789475,15.457731958762887,19.705263157894734
9424,CHI,MIN,2015-02-27,2014,89,96,1,19.791666666666664,19.70744680851064,21.77083333333333,22.23404255319149
9425,UTA,MIA,2014-12-12,2014,100,95,0,23.361855670103093,20.61855670103093,18.08659793814433,21.98762886597938
9426,CHI,ATL,2015-04-15,2014,85,91,1,5.902777777777778,3.863414634146342,4.828472222222222,4.126829268292683
9427,CHI,MIL,2015-02-23,2014,71,87,1,2.4197938144329902,4.728919860627178,2.742680412371134,3.2042508710801387
9428,CHI,ORL,2014-11-04,2014,90,98,1,9.371518987341773,16.614035087719298,10.759493670886075,18.473684210526315
9429,WAS,ATL,2015-05-09,2014,101,103,1,3.7181347150259065,4.322077922077922,5.774093264248705,3.1166233766233766
9430,GSW,DET,2015-03-11,2014,98,105,1,27.90183673469388,3.751875,19.254489795918367,11.25
9431,GSW,UTA,2014-11-21,2014,88,101,1,13.57,4.173575129533679,9.07,7.610362694300518
9432,GSW,SAS,2014-11-11,2014,113,100,0,9.664921465968586,6.382978723404255,10.198952879581153,4.8510638297872335
9433,GSW,HOU,2015-05-19,2014,106,110,1,9.078947368421053,2.6858407079646023,7.63157894736842,4.424778761061948
9434,ORL,TOR,2015-04-10,2014,101,99,0,6.025316455696203,7.644444444444443,5.751898734177215,9.555555555555557
9435,ORL,CHI,2015-04-08,2014,103,105,1,17.804285714285715,9.52755905511811,14.174285714285714,8.228346456692913
9436,GSW,MEM,2015-05-03,2014,86,101,1,9.981931034482756,5.777027027027026,11.11096551724138,6.499155405405406
9437,GSW,NYK,2015-03-14,2014,94,125,1,17.2625,13.725490196078432,12.5,17.417647058823533
9438,ORL,SAS,2015-04-01,2014,103,91,0,19.6875,8.64,18.750000000000004,9.57
9439,UTA,LAC,2014-11-29,2014,112,96,0,19.68206896551724,20.884027777777774,15.974482758620688,22.797222222222228
9440,ORL,NYK,2015-04-11,2014,80,79,0,9.5988,11.68951612903226,10.0624,10.274193548387098
9441,HOU,LAC,2015-05-12,2014,103,124,1,2.381679389312977,3.962849604221636,3.453435114503817,2.9555145118733512
9442,CHI,NYK,2014-12-18,2014,97,103,1,13.074869109947645,5.154639175257731,6.889005235602094,4.5463917525773185
9443,UTA,BOS,2015-01-26,2014,99,90,0,21.737373737373737,9.93684210526316,16.694949494949498,14.031578947368422
9444,CHA,MIN,2015-01-19,2014,80,105,1,15.296842105263154,16.166666666666664,12.46736842105263,15.633333333333333
9445,ATL,HOU,2015-03-03,2014,96,104,1,8.922680412371133,20.680851063829788,16.530927835051546,15.957446808510639
9446,CHI,NYK,2015-03-28,2014,80,111,1,8.824381625441696,3.4246575342465757,4.649469964664312,3.0205479452054798
9447,IND,SAS,2015-02-09,2014,95,93,0,17.752577319587623,13.26875,25.195876288659797,10.851041666666667
9448,CHI,DET,2015-04-03,2014,82,88,1,6.467132867132867,10.327972027972027,6.116433566433567,10.327972027972027
9449,CHA,GSW,2014-11-28,2014,106,101,0,24.95368421052631,22.69113402061856,23.45684210526316,26.187216494845362
9450,CHA,BOS,2015-03-30,2014,116,104,0,5.7611392405063295,4.612131147540984,3.2187341772151905,4.6165573770491815
9451,CHA,WAS,2015-03-09,2014,95,69,0,5.5325342465753415,5.627430555555557,5.136986301369864,7.540625
9452,CHA,POR,2014-11-26,2014,105,97,0,20.410526315789472,19.277083333333334,13.64631578947368,24.066666666666666
9453,GSW,IND,2015-01-07,2014,102,117,1,30.927835051546392,26.19578947368421,26.752577319587626,27.164210526315788
9454,CHI,BOS,2015-01-03,2014,104,109,1,7.2958333333333325,4.526748971193416,6.46,2.4691358024691357
9455,NYK,TOR,2015-02-28,2014,98,103,1,5.701621621621622,2.343673469387755,6.7086486486486505,3.215816326530612
9456,IND,PHI,2015-03-01,2014,74,94,1,10.386,2.9028813559322035,7.2360000000000015,4.866101694915254
9457,IND,MIL,2014-11-04,2014,87,81,0,12.98238341968912,9.000515463917527,13.591709844559587,9.793814432989693
9458,ATL,MIL,2014-12-26,2014,107,77,0,11.43103448275862,7.981944444444443,11.43103448275862,8.283333333333333
9459,IND,NOP,2014-12-23,2014,84,96,1,29.184210526315788,22.759139784946235,25.736842105263158,18.67311827956989
9460,NYK,UTA,2014-11-14,2014,102,100,0,17.684210526315788,13.684210526315795,14.736842105263154,17.25578947368421
9461,CHI,BOS,2014-11-08,2014,106,101,0,12.330985915492954,7.586206896551723,10.91830985915493,4.137931034482759
9462,ATL,PHX,2015-04-07,2014,69,96,1,21.27659574468085,21.06,23.46808510638298,17.44
9463,ATL,NYK,2014-11-08,2014,96,103,1,8.746701030927836,12.159326424870464,8.022061855670103,9.839378238341967
9464,CHI,HOU,2015-01-05,2014,105,114,1,25.319148936170212,7.446808510638298,8.735106382978723,22.34042553191489
9465,UTA,PHI,2014-12-27,2014,71,88,1,9.552083333333334,24.593814432989692,11.783333333333333,19.073195876288658
9466,NYK,SAS,2015-03-17,2014,100,104,1,3.0963829787234043,18.536326530612246,11.487446808510636,7.008979591836735
9467,UTA,MIN,2014-12-30,2014,94,100,1,4.5774509803921575,15.853658536585364,8.791176470588235,10.488780487804881
9468,ORL,MIN,2014-11-07,2014,103,112,1,11.0,19.219417475728157,8.950000000000003,13.592233009708734
9469,UTA,DEN,2015-04-01,2014,84,98,1,5.188327526132404,3.559931506849315,4.548606271777004,3.3904109589041096
9470,HOU,MIN,2015-03-27,2014,110,120,1,6.958762886597938,8.837379310344827,7.088659793814434,10.019172413793102
9471,CHA,IND,2015-01-17,2014,71,80,1,5.084055944055946,3.588750000000001,9.128391608391608,2.9906250000000005
9472,CHI,LAC,2015-03-01,2014,96,86,0,30.083333333333336,28.519791666666666,28.14583333333333,26.6
9473,GSW,HOU,2015-05-21,2014,98,99,1,9.078947368421053,2.6858407079646023,7.63157894736842,4.424778761061948
9474,HOU,LAC,2015-05-06,2014,109,115,1,2.381679389312977,3.962849604221636,3.453435114503817,2.9555145118733512
9475,ORL,TOR,2014-11-01,2014,108,95,0,10.273381294964027,12.81103448275862,9.807194244604316,16.013793103448275
9476,WAS,ATL,2015-05-15,2014,94,91,0,3.7181347150259065,4.322077922077922,5.774093264248705,3.1166233766233766
9477,CHI,DET,2014-11-10,2014,91,102,1,9.633333333333333,15.546315789473686,9.1109375,15.546315789473686
9478,HOU,LAC,2015-05-17,2014,100,113,1,2.381679389312977,3.962849604221636,3.453435114503817,2.9555145118733512
9479,GSW,LAC,2015-03-08,2014,98,106,1,7.1875,5.680069930069929,7.0365625000000005,6.128496503496502
9480,NYK,ORL,2014-11-12,2014,97,95,0,5.829276315789473,8.433116883116885,6.5131578947368425,7.793181818181819
9481,CHI,MEM,2015-03-09,2014,101,91,0,18.918367346938776,18.08333333333333,15.024489795918367,22.4375
9482,HOU,GSW,2014-11-08,2014,98,87,0,14.048571428571426,6.854400000000003,10.18285714285714,11.4624
9483,HOU,PHX,2015-03-21,2014,117,102,0,9.91729957805907,5.276470588235294,6.339240506329113,9.03529411764706
9484,WAS,ATL,2015-05-11,2014,106,101,0,3.7181347150259065,4.322077922077922,5.774093264248705,3.1166233766233766
9485,CHA,DAL,2014-11-17,2014,107,80,0,21.486315789473682,13.54639175257732,15.355789473684212,17.430927835051552
9486,ATL,IND,2014-11-01,2014,92,102,1,5.386666666666668,9.375,6.666666666666668,9.322916666666668
9487,GSW,NOP,2014-12-04,2014,85,112,1,14.52446808510638,6.668181818181817,8.913829787234043,11.331818181818182
9488,IND,HOU,2015-03-23,2014,110,100,0,27.46531914893617,12.397959183673473,16.748617021276594,23.142857142857146
9489,CHI,DEN,2015-01-01,2014,101,106,1,8.068817204301075,12.76595744680851,9.677419354838712,18.093617021276604
9490,ATL,BKN,2015-04-04,2014,99,131,1,2.959016393442623,4.095867768595041,3.6680327868852456,4.095867768595041
9491,HOU,GSW,2015-05-23,2014,115,80,0,6.0918584070796475,3.0418934911242603,4.415575221238939,5.086863905325443
9492,NYK,ATL,2014-11-10,2014,91,85,0,7.886424870466322,8.399226804123712,6.006217616580311,10.780979381443299
9493,IND,UTA,2014-11-10,2014,86,97,1,8.85625,7.4489361702127646,11.672916666666666,13.825531914893615
9494,ATL,WAS,2015-05-13,2014,81,82,1,2.316031331592689,7.02796875,2.681201044386423,6.10359375
9495,HOU,MEM,2014-12-03,2014,96,105,1,7.11140625,6.422938144329897,5.606249999999998,6.958762886597937
