,weighted_ORPM_h,Net_ORPM_adv_h,DRPM_adv_h,Net_ORPM_adv_a,Winpercent_h,weighted_DRPM_h,ORPM_adv_h,weighted_DRPM_a,Winpercent_a,weighted_ORPM_a,DRtg_h,PIE_h,TOV%_a,DRtg_a,FG_h,+/-_h,EFG%_a,TRB_a,AST/TO_h,TS%_a_x,FG%_h,PIE_a,PACE_h,DREB%_h,DEFRTG_a,3P%_a,TO RATIO_h,PF_a,ORB%_h,3P_h
0,0.7209945537656529,0.4627965921935616,0.5251102461500597,0.4519510415008354,0.5,0.8853993515251087,0.487785206479595,0.83659469471148,0.5,0.7443933260185945,0.4528261368329513,0.6050916522984098,0.3475396445505899,0.42021893015344775,0.5074043401251594,0.6568714530523247,0.09059955588452998,0.5715380742237498,0.051388144329896884,0.502703571438176,0.4557202020099106,0.6235961748487989,0.21741823497056506,0.1736023564064801,0.10610545054563347,0.37815686471406174,0.19561855670103095,0.37982810053177457,0.4799677167947759,0.4013600110280456
1,0.2979401391169475,0.6366145943565013,0.7709344976166941,0.5014239895278289,0.5,0.5265924155476357,0.3854282229324266,0.0,0.5,0.5174149025454534,0.5963423044869778,0.4182250327521575,0.6067821395842286,0.6644812928411016,0.4999322227392856,0.4427274826715516,0.206320119670905,0.8788059429557729,0.03196391752577318,0.5561957289241368,0.44710119668183534,0.6877094280777517,0.1416158601655485,0.09745405007363772,0.11681553277369915,0.4728596929486035,0.11559278350515464,0.7243708207146231,0.6027260137490685,0.3943641418341864
2,0.7990770679562329,0.6135396051424582,0.5966349902154487,0.3676168841438433,0.5,0.8028353240101509,0.6465465723085566,0.6150140854022558,0.5,0.5183510889072276,0.3212030771270505,0.505498934246656,0.4185613636330096,0.5537150711663623,0.6375159371003188,0.8180859844181125,0.22052744708994707,0.11826357174568315,0.04097938144329896,0.06470702398689815,0.6576304667161946,0.7201400571643484,0.12937028395945566,0.10881296023564063,0.14584970030260708,0.22443185986533373,0.05927835051546392,0.2446847040841332,0.5557967222420889,0.577125946204151
3,0.9578046576822394,0.8432168505522436,0.7830360001218237,0.3771990750550315,0.5,0.8725473817589873,0.6881907062520526,0.3224343016522459,0.5,0.5973047877207872,0.3990860105453144,0.4361754549697781,0.6819757512459913,0.5009456628383461,0.5473376265583002,0.7565215961179592,0.1290762902019447,0.3763197655980054,0.2295721925133689,0.7445937875958658,0.7031894179212983,0.6609834155887878,0.17454822545044602,0.14541634835752484,0.07804730688233058,0.4092544826439136,0.08302139037433154,0.5173768673333099,0.42885621815998376,0.44617016079929867
4,0.7015115333366015,0.5618900526956417,0.3446684756538455,0.6472317784971977,0.5,0.3088327603672162,0.5582593274030658,0.6107374765833837,0.5,0.5899094230564195,0.60697986247165,0.4193707748998727,0.4950287903356882,0.7137054944171886,0.3103566662983534,0.4116784312825363,0.3634259259259259,0.34579811200235705,0.06853448275862066,0.4789302314980007,0.43405892901998944,0.7501047193801545,0.14030134169872358,0.1080768472906404,0.21373443319366855,0.4473472925525949,0.05948275862068965,0.5018669101424076,0.519158659671579,0.3860434639530822
5,0.6594250956964712,0.811517067099297,0.9744294525893642,0.002026589757428754,0.5,0.9718076143493458,0.8423166954533801,0.04969930535347344,0.5,0.0036800450811912406,0.4477356199017768,0.3552115690520256,0.5007340797113373,0.6831607215239565,0.5357084173393123,0.6188073499722708,0.19601503759398492,0.6340546091874436,0.0062650746268656686,0.4643038826666858,0.6938208838551179,0.6958648854775153,0.08651087399863337,0.07215351812366738,0.1326464642752132,0.5058237020884595,0.08238805970149253,0.5982709440595539,0.445851237562634,0.6071379354416542
6,0.14487893355045578,0.1619468915127062,0.4770718183996016,0.5438807957011201,0.5,0.7582717610852473,0.1584908367490872,0.8028353240101509,1.0,0.7990770679562329,0.7219033094898772,0.3917298638014857,0.39183783470306605,0.248789119985365,0.4794357849946299,0.3985430439823075,0.13429406850459474,0.4879837085742598,0.05152777777777776,0.5517785846889536,0.4486734905401503,0.6734277238226268,0.16272185581713264,0.13594097222222226,0.07044496716651966,0.4521072432735295,0.13975694444444448,0.4520021319640346,0.5374851222111003,0.3437478753566985
7,0.24620151017060696,0.4332687266613309,0.42778613706043145,0.5466145506261716,0.5,0.2192412622604571,0.4572498816305764,0.35959722599296257,0.5,0.32809403515200897,0.6322463518784414,0.4689615771806799,0.8323348839737561,0.5766640338357952,0.4961419095372205,0.346079122963922,0.22289628180039145,0.7569441261727801,0.0389160839160839,0.675735007030787,0.4370652564384916,0.7010308208253075,0.1653848222048861,0.1839902097902098,0.14489135321803015,0.665462635384259,0.1688811188811189,0.9106956965733,0.4320796461425697,0.353618146876352
8,0.258906418463519,0.2931919995534733,0.3064061528805639,0.4790195160481669,0.5,0.2857906314378858,0.4972833025483132,0.6620625808815882,0.5,0.26411054940899725,0.5311827599611499,0.4429741980091529,0.7329009241135134,0.5518721875673979,0.7989771449899532,0.4753547109925624,0.16630591630591632,0.5223196459530612,0.031004999999999994,0.6544458895948014,0.6588236423367153,0.7047489864384925,0.17013279309121024,0.14382000000000006,0.10695467242254954,0.40603266151329465,0.25875,0.7780533372273031,0.43503327067040864,0.5970814300408542
9,0.0,0.4725398558845922,0.6607851311704429,0.6055239210204101,0.5,0.3125044294911895,0.2298953923456955,0.0,0.0,0.5174149025454534,0.6848847778819199,0.5907753133532063,0.5901893562966385,0.6701180208360935,0.6523676663730169,0.36694857173768863,0.34374999999999994,0.7158117396696941,0.08195876288659794,0.6180299142369147,0.5457035664120479,0.7491279231046633,0.3267805854323665,0.2797572901325479,0.3306651536312849,0.4036005650438428,0.1422680412371134,0.6697515630159062,0.35274282360096026,0.26563739129245045
10,0.5949319429220435,0.6167868687436044,0.70511932226004,0.3736362363735893,0.5,0.7758058678051379,0.5467300922734931,0.3771328293601696,0.5,0.5054153428550985,0.2876604811225379,0.4225983502260941,0.4984896755188989,0.7116509576929043,0.6247368436287479,0.8217326157815841,0.1471281296023564,0.1916646025130121,0.025918622448979585,0.1806442411446332,0.4636340188114154,0.7074677100441468,0.16955057013932984,0.15409285714285725,0.09008487876519036,0.2706515436933761,0.15841836734693876,0.20698613458303225,0.5088708453159002,0.6268520516100078
